开始 s5_t100 / mode_sdas_dual_archive，时间：2026-05-25T00:05:17
命令 F:\Anaconda\python.exe -u main.py


�����㷨��MODE-SDAS + Dual Archive

========== MODE-SDAS + Dual Archive Run 1/8 ==========
Init: HV=0.4766, feasible ratio=0.83
Gen   1: profit_max=76.00 load_min=0.00, att_min=0.00, quality_max=87.32 HV=0.5665, feasible ratio=1.00, fea_archive=183, inf_archive=17
Gen   2: profit_max=98.00 load_min=0.00, att_min=0.00, quality_max=127.40 HV=0.4503, feasible ratio=1.00, fea_archive=200, inf_archive=17
Gen   3: profit_max=127.00 load_min=0.00, att_min=0.00, quality_max=180.72 HV=0.4210, feasible ratio=1.00, fea_archive=200, inf_archive=17
Gen   4: profit_max=161.00 load_min=0.00, att_min=0.00, quality_max=185.44 HV=0.4773, feasible ratio=1.00, fea_archive=200, inf_archive=17
Gen   5: profit_max=164.00 load_min=0.00, att_min=0.00, quality_max=185.44 HV=0.4875, feasible ratio=1.00, fea_archive=200, inf_archive=17
Gen   6: profit_max=181.00 load_min=0.00, att_min=0.00, quality_max=221.81 HV=0.3954, feasible ratio=1.00, fea_archive=200, inf_archive=17
Gen   7: profit_max=181.00 load_min=0.00, att_min=0.00, quality_max=221.81 HV=0.4228, feasible ratio=1.00, fea_archive=200, inf_archive=17
Gen   8: profit_max=181.00 load_min=0.00, att_min=0.00, quality_max=221.81 HV=0.5132, feasible ratio=1.00, fea_archive=200, inf_archive=17
Gen   9: profit_max=188.00 load_min=0.00, att_min=0.00, quality_max=221.81 HV=0.5003, feasible ratio=1.00, fea_archive=200, inf_archive=17
Gen  10: profit_max=188.00 load_min=0.00, att_min=0.00, quality_max=221.81 HV=0.5025, feasible ratio=1.00, fea_archive=200, inf_archive=17
Gen  11: profit_max=222.00 load_min=0.00, att_min=0.00, quality_max=249.03 HV=0.4218, feasible ratio=1.00, fea_archive=200, inf_archive=17
Gen  12: profit_max=222.00 load_min=0.00, att_min=0.00, quality_max=249.03 HV=0.4363, feasible ratio=1.00, fea_archive=200, inf_archive=17
Gen  13: profit_max=222.00 load_min=0.00, att_min=0.00, quality_max=249.03 HV=0.4368, feasible ratio=1.00, fea_archive=200, inf_archive=17
Gen  14: profit_max=222.00 load_min=0.00, att_min=0.00, quality_max=249.03 HV=0.4513, feasible ratio=1.00, fea_archive=200, inf_archive=17
Gen  15: profit_max=222.00 load_min=0.00, att_min=0.00, quality_max=249.03 HV=0.4506, feasible ratio=1.00, fea_archive=200, inf_archive=17
Gen  16: profit_max=222.00 load_min=0.00, att_min=0.00, quality_max=249.03 HV=0.4543, feasible ratio=1.00, fea_archive=200, inf_archive=17
Gen  17: profit_max=222.00 load_min=0.00, att_min=0.00, quality_max=249.03 HV=0.4544, feasible ratio=1.00, fea_archive=200, inf_archive=17
Gen  18: profit_max=222.00 load_min=0.00, att_min=0.00, quality_max=291.04 HV=0.3959, feasible ratio=1.00, fea_archive=200, inf_archive=17
