dt,angle_x,angle_y,angle_z
2013-04-20 10:24:07.077000,16.649,45.0,0.0
2013-04-20 10:24:08.000000,16.637,44.712,0.0
2013-04-20 10:24:09.000000,16.623,44.395,0.0
2013-04-20 10:24:10.000000,16.609,44.074,0.0
2013-04-20 10:24:11.000000,16.595,43.749,0.0
2013-04-20 10:24:12.000000,16.581,43.418,0.0
2013-04-20 10:24:13.000000,16.566,43.083,0.0
2013-04-20 10:24:14.000000,16.551,42.743,0.0
2013-04-20 10:24:15.000000,16.536,42.397,0.0
2013-04-20 10:24:16.000000,16.521,42.047,0.0
2013-04-20 10:24:17.000000,16.505,41.692,0.0
2013-04-20 10:24:18.000000,16.489,41.331,0.0
2013-04-20 10:24:19.000000,16.473,40.966,0.0
2013-04-20 10:24:20.000000,16.457,40.594,0.0
2013-04-20 10:24:21.000000,16.44,40.218,0.0
2013-04-20 10:24:22.000000,16.424,39.836,0.0
2013-04-20 10:24:23.000000,16.406,39.449,0.0
2013-04-20 10:24:24.000000,16.389,39.056,0.0
2013-04-20 10:24:25.000000,16.371,38.657,0.0
2013-04-20 10:24:26.000000,16.354,38.253,0.0
2013-04-20 10:24:27.000000,16.336,37.843,0.0
2013-04-20 10:24:28.000000,16.317,37.427,0.0
2013-04-20 10:24:29.000000,16.299,37.005,0.0
2013-04-20 10:24:30.000000,16.28,36.578,0.0
2013-04-20 10:24:31.000000,16.261,36.144,0.0
2013-04-20 10:24:32.000000,16.241,35.704,0.0
2013-04-20 10:24:33.000000,16.222,35.258,0.0
2013-04-20 10:24:34.000000,16.202,34.806,0.0
2013-04-20 10:24:35.000000,16.182,34.348,0.0
2013-04-20 10:24:36.000000,16.161,33.883,0.0
2013-04-20 10:24:37.000000,16.141,33.412,0.0
2013-04-20 10:24:38.000000,16.12,32.935,0.0
2013-04-20 10:24:39.000000,16.099,32.451,0.0
2013-04-20 10:24:40.000000,16.078,31.961,0.0
2013-04-20 10:24:41.000000,16.056,31.464,0.0
2013-04-20 10:24:42.000000,16.034,30.961,0.0
2013-04-20 10:24:43.000000,16.012,30.451,0.0
2013-04-20 10:24:44.000000,15.99,29.935,0.0
2013-04-20 10:24:45.000000,15.967,29.412,0.0
2013-04-20 10:24:46.000000,15.945,28.883,0.0
2013-04-20 10:24:47.000000,15.921,28.346,0.0
2013-04-20 10:24:48.000000,15.898,27.804,0.0
2013-04-20 10:24:49.000000,15.875,27.254,0.0
2013-04-20 10:24:50.000000,15.851,26.698,0.0
2013-04-20 10:24:51.000000,15.827,26.135,0.0
2013-04-20 10:24:52.000000,15.803,25.566,0.0
2013-04-20 10:24:53.000000,15.778,24.99,0.0
2013-04-20 10:24:54.000000,15.753,24.408,0.0
2013-04-20 10:24:55.000000,15.728,23.819,0.0
2013-04-20 10:24:56.000000,15.703,23.223,0.0
2013-04-20 10:24:57.000000,15.677,22.622,0.0
2013-04-20 10:24:58.000000,15.652,22.013,0.0
2013-04-20 10:24:59.000000,15.626,21.399,0.0
2013-04-20 10:25:00.000000,15.6,20.778,0.0
2013-04-20 10:25:01.000000,15.573,20.151,0.0
2013-04-20 10:25:02.000000,15.546,19.518,0.0
2013-04-20 10:25:03.000000,15.519,18.879,0.0
2013-04-20 10:25:04.000000,15.492,18.234,0.0
2013-04-20 10:25:05.000000,15.465,17.584,0.0
2013-04-20 10:25:06.000000,15.437,16.928,0.0
2013-04-20 10:25:07.000000,15.409,16.266,0.0
2013-04-20 10:25:08.000000,15.381,15.599,0.0
2013-04-20 10:25:09.000000,15.353,14.927,0.0
2013-04-20 10:25:10.000000,15.324,14.249,0.0
2013-04-20 10:25:11.000000,15.295,13.567,0.0
2013-04-20 10:25:12.000000,15.266,12.88,0.0
2013-04-20 10:25:13.000000,15.237,12.188,0.0
2013-04-20 10:25:14.000000,15.208,11.492,0.0
2013-04-20 10:25:15.000000,15.178,10.792,0.0
2013-04-20 10:25:16.000000,15.148,10.088,0.0
2013-04-20 10:25:17.000000,15.118,9.38,0.0
2013-04-20 10:25:18.000000,15.087,8.669,0.0
2013-04-20 10:25:19.000000,15.057,7.954,0.0
2013-04-20 10:25:20.000000,15.026,7.236,0.0
2013-04-20 10:25:21.000000,14.995,6.515,0.0
2013-04-20 10:25:22.000000,14.963,5.792,0.0
2013-04-20 10:25:23.000000,14.932,5.066,0.0
2013-04-20 10:25:24.000000,14.9,4.338,0.0
2013-04-20 10:25:25.000000,14.868,3.609,0.0
2013-04-20 10:25:26.000000,14.836,2.877,0.0
2013-04-20 10:25:27.000000,14.803,2.145,0.0
2013-04-20 10:25:28.000000,14.771,1.411,0.0
2013-04-20 10:25:29.000000,14.738,0.677,0.0
2013-04-20 10:25:30.000000,14.705,-0.058,0.0
2013-04-20 10:25:31.000000,14.672,-0.794,0.0
2013-04-20 10:25:32.000000,14.638,-1.529,0.0
2013-04-20 10:25:33.000000,14.605,-2.264,0.0
2013-04-20 10:25:34.000000,14.571,-2.998,0.0
2013-04-20 10:25:35.000000,14.537,-3.731,0.0
2013-04-20 10:25:36.000000,14.502,-4.464,0.0
2013-04-20 10:25:37.000000,14.468,-5.195,0.0
2013-04-20 10:25:38.000000,14.433,-5.924,0.0
2013-04-20 10:25:39.000000,14.398,-6.652,0.0
2013-04-20 10:25:40.000000,14.363,-7.377,0.0
2013-04-20 10:25:41.000000,14.328,-8.1,0.0
2013-04-20 10:25:42.000000,14.292,-8.82,0.0
2013-04-20 10:25:43.000000,14.256,-9.538,0.0
2013-04-20 10:25:44.000000,14.221,-10.252,0.0
2013-04-20 10:25:45.000000,14.184,-10.963,0.0
2013-04-20 10:25:46.000000,14.148,-11.67,0.0
2013-04-20 10:25:47.000000,14.112,-12.373,0.0
