dt,angle_x,angle_y,angle_z
2013-04-20 10:47:15.579000,-27.753,45.0,0.0
2013-04-20 10:47:16.000000,-27.776,44.874,0.0
2013-04-20 10:47:17.000000,-27.829,44.572,0.0
2013-04-20 10:47:18.000000,-27.883,44.267,0.0
2013-04-20 10:47:19.000000,-27.936,43.957,0.0
2013-04-20 10:47:20.000000,-27.989,43.643,0.0
2013-04-20 10:47:21.000000,-28.041,43.325,0.0
2013-04-20 10:47:22.000000,-28.094,43.003,0.0
2013-04-20 10:47:23.000000,-28.146,42.677,0.0
2013-04-20 10:47:24.000000,-28.197,42.347,0.0
2013-04-20 10:47:25.000000,-28.249,42.012,0.0
2013-04-20 10:47:26.000000,-28.3,41.673,0.0
2013-04-20 10:47:27.000000,-28.351,41.33,0.0
2013-04-20 10:47:28.000000,-28.402,40.982,0.0
2013-04-20 10:47:29.000000,-28.453,40.63,0.0
2013-04-20 10:47:30.000000,-28.503,40.273,0.0
2013-04-20 10:47:31.000000,-28.553,39.912,0.0
2013-04-20 10:47:32.000000,-28.603,39.546,0.0
2013-04-20 10:47:33.000000,-28.652,39.175,0.0
2013-04-20 10:47:34.000000,-28.701,38.8,0.0
2013-04-20 10:47:35.000000,-28.75,38.42,0.0
2013-04-20 10:47:36.000000,-28.798,38.035,0.0
2013-04-20 10:47:37.000000,-28.847,37.646,0.0
2013-04-20 10:47:38.000000,-28.895,37.252,0.0
2013-04-20 10:47:39.000000,-28.942,36.852,0.0
2013-04-20 10:47:40.000000,-28.99,36.448,0.0
2013-04-20 10:47:41.000000,-29.037,36.039,0.0
2013-04-20 10:47:42.000000,-29.084,35.625,0.0
2013-04-20 10:47:43.000000,-29.13,35.206,0.0
2013-04-20 10:47:44.000000,-29.176,34.782,0.0
2013-04-20 10:47:45.000000,-29.222,34.353,0.0
2013-04-20 10:47:46.000000,-29.268,33.919,0.0
2013-04-20 10:47:47.000000,-29.313,33.479,0.0
2013-04-20 10:47:48.000000,-29.358,33.035,0.0
2013-04-20 10:47:49.000000,-29.403,32.585,0.0
2013-04-20 10:47:50.000000,-29.447,32.13,0.0
2013-04-20 10:47:51.000000,-29.491,31.67,0.0
2013-04-20 10:47:52.000000,-29.535,31.205,0.0
2013-04-20 10:47:53.000000,-29.578,30.734,0.0
2013-04-20 10:47:54.000000,-29.621,30.259,0.0
2013-04-20 10:47:55.000000,-29.664,29.778,0.0
2013-04-20 10:47:56.000000,-29.706,29.292,0.0
2013-04-20 10:47:57.000000,-29.749,28.8,0.0
2013-04-20 10:47:58.000000,-29.79,28.304,0.0
2013-04-20 10:47:59.000000,-29.832,27.802,0.0
2013-04-20 10:48:00.000000,-29.873,27.295,0.0
2013-04-20 10:48:01.000000,-29.914,26.783,0.0
2013-04-20 10:48:02.000000,-29.954,26.265,0.0
2013-04-20 10:48:03.000000,-29.994,25.743,0.0
2013-04-20 10:48:04.000000,-30.034,25.216,0.0
2013-04-20 10:48:05.000000,-30.074,24.683,0.0
2013-04-20 10:48:06.000000,-30.113,24.145,0.0
2013-04-20 10:48:07.000000,-30.152,23.603,0.0
2013-04-20 10:48:08.000000,-30.19,23.055,0.0
2013-04-20 10:48:09.000000,-30.228,22.503,0.0
2013-04-20 10:48:10.000000,-30.266,21.946,0.0
2013-04-20 10:48:11.000000,-30.303,21.384,0.0
