Run,Index,profit,load,attitude,quality
1,0,-0.0,0.0,0.0,-0.0
1,1,-0.0,0.0,0.0,-0.0
1,2,-0.0,0.0,0.0,-0.0
1,3,-0.0,0.0,0.0,-0.0
1,4,-0.0,0.0,0.0,-0.0
1,5,-44.0,127.6,159.24475954731847,-56.55214980127107
1,6,-324.0,988.4,3110.3365560563943,-273.8914947636764
1,7,-45.0,168.96,225.59900127719894,-51.37076195079902
1,8,-324.0,2011.7600000000002,2968.706162534566,-291.4097846859972
1,9,-334.0,1420.2400000000002,3017.348136187367,-304.33697143485614
1,10,-23.0,131.84,65.76095262387857,-35.39070982091166
1,11,-317.0,2802.5600000000004,3198.97690978845,-281.662183256513
1,12,-299.0,5488.640000000001,2494.7724137727073,-367.2692105053374
1,13,-321.0,4822.8,2570.688666030768,-360.27509839142283
1,14,-308.0,5744.240000000001,2503.0810842854567,-323.65655064365626
1,15,-16.0,113.44000000000001,0.0,-22.853081956314124
1,16,-31.0,10.64,0.0,-17.81835014040969
1,17,-296.0,7504.639999999999,2670.025592878534,-268.49052317214694
1,18,-228.0,10745.2,1659.6532329948645,-262.60679127804184
1,19,-260.0,7483.840000000001,1908.0906083829843,-329.1000147541119
1,20,-112.0,41.44,1008.5050577643037,-141.32691938975793
1,21,-58.0,55.2,328.9566467056597,-64.24117617742755
1,22,-305.0,401.44,3000.383516529812,-243.5047117340192
1,23,-274.0,551.76,2485.9141677981497,-353.4467154280834
1,24,-276.0,649.4399999999999,2395.8583381677463,-339.69105123307264
1,25,-0.0,0.0,0.0,-0.0
1,26,-0.0,0.0,0.0,-0.0
1,27,-183.0,10696.24,1263.5706282243016,-213.6041425297774
1,28,-273.0,808.9599999999999,2596.5453058253947,-292.320599982856
1,29,-312.0,1249.0400000000002,2476.027093179957,-302.9237502467333
1,30,-288.0,1581.2,2466.7972976460096,-339.37444651357396
1,31,-189.0,9474.4,1281.4846154648483,-213.20452900810437
1,32,-254.0,8719.04,1694.893687046539,-270.75366953768685
1,33,-293.0,4545.2,2495.205171427825,-314.4020701260996
1,34,-298.0,9376.560000000001,2206.8906429896433,-302.6463843964859
1,35,-282.0,8365.84,2117.923189118197,-324.4003834081745
1,36,-161.0,5983.76,1037.591886554003,-187.76242983964985
1,37,-211.0,7912.559999999998,1446.058432118053,-232.47432143464323
1,38,-61.0,134.56,311.8521303920782,-58.60129755857678
1,39,-238.0,3046.6400000000003,1598.9496227628706,-200.76346014397478
1,40,-124.0,3303.3600000000006,739.7456321965374,-140.8360617070494
1,41,-232.0,7190.159999999999,1900.1418017188134,-225.52592442292263
1,42,-110.0,705.2,941.0600931092767,-161.40334447130704
1,43,-119.0,1480.24,797.8776086865493,-105.51161967029195
1,44,-47.0,217.2,85.03001033764315,-24.80109142768656
1,45,-209.0,6267.759999999999,1508.2750575443365,-244.7839120850952
1,46,-269.0,6765.039999999999,2027.3873873230395,-314.92662491535464
1,47,-97.0,2245.44,446.5030786711234,-81.0561185602588
1,48,-71.0,1001.36,361.91680979099493,-99.76055953170582
1,49,-206.0,5090.64,1408.1123074383254,-190.05035976495802
1,50,-87.0,1248.64,503.6007502026646,-128.16879119976323
1,51,-150.0,4225.76,1009.6047218720847,-176.57737227985834
1,52,-245.0,768.64,1920.6737276542722,-260.33794442934925
1,53,-230.0,8866.8,1799.912578978488,-302.3544683558116
1,54,-295.0,7519.040000000001,2280.3796188252018,-316.8451875830354
1,55,-27.0,125.35999999999999,49.17400000000001,-33.4671664995365
1,56,-197.0,6450.24,1348.3328947278242,-203.79323196891463
1,57,-138.0,4377.36,893.517920136882,-158.4118143685557
1,58,-177.0,3770.0,1257.0163316782357,-193.66755552247162
1,59,-262.0,5352.24,2152.857251960045,-322.39445673972324
1,60,-287.0,2478.0,2375.9877098836905,-332.39260495960673
1,61,-212.0,3858.16,1878.7170005418573,-242.32962037859477
1,62,-279.0,2580.4,1948.021654151205,-279.68106404774994
1,63,-39.0,203.6,141.90469160498722,-42.68909537883229
1,64,-223.0,8535.36,1579.5679108654874,-252.0328469418837
1,65,-187.0,549.8399999999999,1219.5779055775288,-151.56487740379697
1,66,-7.0,46.239999999999995,0.0,-9.338068164127655
1,67,-104.0,3137.36,656.6424883560002,-116.63218554166747
1,68,-33.0,196.24,189.50537082566223,-40.13841890840417
1,69,-167.0,2718.96,1137.5567468877337,-182.2314465502943
1,70,-54.0,413.35999999999996,274.80606092064016,-75.8222018456718
1,71,-156.0,3964.2399999999993,1135.8004163281187,-174.15559565111906
1,72,-239.0,6047.76,1792.9717756625214,-219.6888202794912
1,73,-89.0,1707.8400000000001,575.8128311704135,-91.36419402202421
1,74,-216.0,944.1600000000001,1715.0709240385797,-210.30076760845066
