Run,Index,profit,load,attitude,quality
1,0,-99.0,45.04,615.8877649470627,-111.28722981639179
1,1,-300.0,766.9599999999999,2744.7961816275115,-289.1923996901151
1,2,-163.0,627.76,1494.891417718498,-217.02851012118452
1,3,-253.0,491.03999999999996,2007.9320867447855,-259.3661489347723
1,4,-232.0,374.23999999999995,1709.9254593440457,-251.47787614936829
1,5,-62.0,289.84,339.2340102514235,-67.82231360829273
1,6,-423.0,1624.64,3588.9994031815204,-424.8273542447975
1,7,-424.0,3056.6400000000003,3644.0115871710746,-417.35390282827547
1,8,-255.0,2355.44,2237.5380344433684,-242.8415880818691
1,9,-206.0,1320.56,1486.8102949389756,-196.04075830629054
1,10,-48.0,190.95999999999998,112.8589556109953,-45.747030396311075
1,11,-44.0,221.04000000000002,135.31667364013296,-64.76183731768079
1,12,-382.0,5018.5599999999995,3241.762620276714,-382.7140814829462
1,13,-342.0,6616.56,2981.6823332618055,-381.52852641948715
1,14,-340.0,3825.04,3341.844622656862,-350.0485589461636
1,15,-33.0,21.439999999999998,0.0,-32.10635564321459
1,16,-26.0,493.36,118.48214214306658,-39.10663778954326
1,17,-413.0,11436.560000000001,3763.1922120074623,-332.11308433707904
1,18,-356.0,39344.4,3067.821371669692,-398.1282594093732
1,19,-373.0,9146.960000000001,3484.2509073741394,-395.83274888117694
1,20,-14.0,454.55999999999995,54.33152425618115,-20.16858415107118
1,21,-390.0,8470.4,3121.896231212406,-305.8486956303504
1,22,-361.0,9316.560000000001,3256.1969497138175,-398.73763510491364
1,23,-155.0,81.75999999999999,964.1957375226954,-137.64476496309555
1,24,-359.0,22808.640000000003,3051.727852813623,-397.6476814990693
1,25,-293.0,16825.36,2367.2328145826136,-331.01704195367375
1,26,-376.0,6449.04,3006.285808310714,-362.687384054335
1,27,-209.0,14969.84,1334.038942429182,-204.6874704727083
1,28,-303.0,12536.960000000001,2028.8558290721658,-249.42168074817175
1,29,-340.0,11468.16,2603.4662773105647,-343.3137373467619
1,30,-318.0,4123.2,2778.8625515180083,-278.3106819205708
1,31,-224.0,16356.8,1512.3961049780833,-181.1057172893463
1,32,-263.0,6664.56,1947.2504762690708,-272.09689442883985
1,33,-353.0,4401.039999999999,3213.226632044446,-379.37335080426277
1,34,-339.0,12406.16,2623.3496103131956,-343.51556006681363
1,35,-373.0,4939.84,2717.92400594612,-381.449588338445
1,36,-172.0,9743.84,1192.1498808213432,-205.95798380639548
1,37,-243.0,7897.360000000001,1800.9564072190894,-240.75725211846733
1,38,-324.0,8218.560000000001,2471.0604878559593,-312.176883585145
1,39,-50.0,311.36,156.50240839867905,-47.648560605978574
1,40,-264.0,10413.439999999999,1824.6194139887784,-301.6616430379055
1,41,-135.0,4090.16,808.2798670705276,-151.9047700206962
1,42,-63.0,1853.8400000000001,266.77689677354886,-72.99309782237833
1,43,-161.0,5520.0,1150.1371115610286,-186.33619499903992
1,44,-67.0,1220.24,234.761744769646,-59.21393369113152
1,45,-204.0,2490.2400000000002,1319.3735887690373,-211.03967557419784
1,46,-331.0,2298.56,2456.9510847284573,-263.95915843878777
1,47,-232.0,5309.36,2072.913844854531,-291.4822758846303
1,48,-150.0,677.8399999999999,906.9365969594224,-147.8695525602115
1,49,-101.0,1088.56,589.504663365698,-125.04452806105434
1,50,-122.0,1374.8,821.0912908097162,-133.8709961321859
1,51,-236.0,10181.84,1736.270299767219,-226.34761526709428
1,52,-298.0,2145.44,2568.5335590491313,-316.27441698410854
1,53,-82.0,463.75999999999993,438.1535576795346,-83.66265265617966
1,54,-130.0,419.36,1006.1363450324493,-139.43504174312883
1,55,-41.0,728.56,106.84292743877728,-39.33704493391102
1,56,-106.0,1411.8400000000001,507.58243492483587,-104.13195106012998
1,57,-110.0,1460.56,716.8663993254952,-161.4578358925297
1,58,-280.0,4335.6,2336.8831541607583,-320.1587800601911
1,59,-221.0,5749.84,1727.2371233511712,-252.1495966614674
1,60,-250.0,3538.0,2095.598482235088,-259.6974519366229
1,61,-284.0,1985.6,2657.632582355216,-285.9759291444145
1,62,-275.0,2780.4,2156.195948411856,-233.3289950364569
1,63,-195.0,8960.24,1387.6999935066517,-230.01726053502472
1,64,-144.0,553.04,782.320671141343,-111.82288863507428
1,65,-47.0,1021.8399999999999,212.80752232186617,-53.21221007790988
1,66,-27.0,296.64,119.62816488336293,-49.99948828242961
1,67,-254.0,2336.96,2221.2615888579967,-284.6823964820247
1,68,-119.0,2967.44,514.4350067898572,-119.1175477349601
1,69,-240.0,6274.96,1891.5506247713915,-288.9779830816963
1,70,-186.0,616.24,1357.7117555143766,-171.34271420719895
1,71,-305.0,4264.960000000001,2571.4127644209084,-296.66637528000507
1,72,-76.0,1515.04,309.08384499471657,-71.16246602608392
1,73,-210.0,1658.56,1546.3966895582084,-186.64951083173025
1,74,-256.0,7643.2,1866.0994598001098,-279.29083638970127
1,75,-115.0,1468.6399999999999,625.7270425388101,-122.53359594427042
1,76,-264.0,3223.7599999999998,1676.6508353873537,-223.55510494902782
1,77,-35.0,773.04,87.09663941192287,-32.53593293267569
1,78,-30.0,177.76,65.95801835258547,-29.03415432637283
1,79,-226.0,7583.44,1540.722955210195,-249.77335578780628
1,80,-208.0,2447.6,1452.5684871450521,-161.16687970342258
1,81,-146.0,191.44,1069.0455647141227,-166.98131555084322
1,82,-217.0,10337.84,1464.3890216771188,-217.8381812294532
1,83,-93.0,1177.0400000000002,561.8815698212267,-94.81692792634851
1,84,-142.0,1423.04,867.9617124126256,-165.76874719073783
1,85,-295.0,2645.4399999999996,2192.023446840211,-264.23112859733567
1,86,-78.0,384.55999999999995,322.06451246810934,-78.29848577546011
1,87,-350.0,8777.84,2582.3072974241218,-320.23580964178126
1,88,-215.0,1953.8400000000001,1578.4020732615315,-229.94339387749324
1,89,-227.0,3276.56,1923.2067013015849,-258.14322459087816
