Run,Index,profit,load,attitude,quality
1,0,-120.0,301.36,987.6629611601852,-137.59067476265034
1,1,-122.0,265.04,832.877054942082,-123.36775003150251
1,2,-348.0,314.23999999999995,3491.354644259798,-390.24234439913454
1,3,-252.0,553.36,1908.9417422520578,-259.6275040427437
1,4,-219.0,85.84,1246.9097154493677,-214.35248611147114
1,5,-38.0,85.84,88.29416349100373,-37.31555162182045
1,6,-407.0,2621.4399999999996,3898.6649928621628,-480.70848209224096
1,7,-416.0,2940.1600000000003,3105.5782734630893,-421.8697446289711
1,8,-389.0,3038.96,3548.8814570939785,-458.44094015156793
1,9,-339.0,1607.2,3378.0125754149935,-332.34203681824437
1,10,-23.0,231.04000000000002,49.16268203627625,-10.012123913004146
1,11,-20.0,106.0,0.0,-29.810443894337457
1,12,-323.0,12195.36,3408.3028340022474,-375.44409752189
1,13,-360.0,25881.440000000002,2818.3560083456255,-339.810245287329
1,14,-140.0,3085.3599999999997,753.8811368287214,-137.4446662177324
1,15,-35.0,402.96000000000004,181.11773155282293,-53.9569336641996
1,16,-53.0,253.04000000000002,189.6215538888739,-69.4328533647938
1,17,-318.0,7446.160000000001,3211.4923866918066,-374.9805303601925
1,18,-424.0,4277.36,3620.821717115273,-502.4570957897975
1,19,-411.0,7221.44,3822.728615050339,-425.2942298379526
1,20,-344.0,23694.64,2716.0201734728826,-338.3837398907499
1,21,-17.0,112.16,0.0,-23.058812290677565
1,22,-216.0,18142.64,1736.660257335721,-304.20553850897375
1,23,-355.0,3317.84,3416.7197331029365,-396.21656927736376
1,24,-342.0,20913.6,2624.455614039898,-332.73142080671784
1,25,-267.0,14778.560000000001,2289.509801410044,-362.0247663731288
1,26,-216.0,13566.64,1544.3577750225002,-210.60481739543076
1,27,-356.0,7440.4,2935.8614505533974,-340.6162814542706
1,28,-232.0,10818.560000000001,1714.4416425136642,-217.3375837414069
1,29,-255.0,23236.96,1852.1368788233935,-245.80838959532315
1,30,-326.0,10079.439999999999,2723.7288260810856,-325.980670718354
1,31,-311.0,6390.16,3011.674853934494,-377.6356730569621
1,32,-349.0,7011.76,3365.730539730942,-373.8331068489369
1,33,-337.0,3133.76,3191.9275909984813,-374.78334566449905
1,34,-208.0,3989.44,1287.316082022123,-179.2562504983651
1,35,-184.0,5076.5599999999995,1359.8015005723826,-200.37415385228485
1,36,-145.0,409.84,1006.7139390733822,-169.1537274457227
1,37,-221.0,4802.0,1770.8844699867586,-252.25646698635768
1,38,-306.0,2465.04,3108.6832836355,-299.1066736714934
1,39,-298.0,14339.36,2673.2195374540215,-368.1549887473095
1,40,-239.0,8767.04,1954.5646605894588,-291.9191838156228
1,41,-33.0,320.64,81.68112966112203,-38.67213218905353
1,42,-95.0,573.4399999999999,582.1185807964839,-113.49653161988158
1,43,-126.0,769.0399999999998,808.3592770456067,-132.68959153082554
1,44,-272.0,1673.44,2111.4750208920486,-276.59655028994393
1,45,-244.0,4369.4400000000005,1823.9229754264238,-234.79286620151657
1,46,-116.0,2253.44,899.07117241335,-156.27154904696596
1,47,-167.0,5514.960000000001,1079.292559719388,-219.9602207409211
1,48,-132.0,189.44,1115.1333063362806,-143.3849484356607
1,49,-329.0,5759.2,2880.943244077579,-356.7892897937347
1,50,-26.0,283.2,55.3336990449762,-31.0797723716167
1,51,-43.0,446.64,175.81053641244768,-50.4263266661179
1,52,-156.0,1175.44,978.9544286541402,-162.4009970490465
1,53,-318.0,4001.84,2390.8904558537347,-342.74723078726504
1,54,-255.0,2712.2400000000002,1889.4231193873336,-280.0393541976718
1,55,-161.0,858.24,1210.8329223862481,-153.7506104201573
1,56,-293.0,8425.36,2067.3491741986413,-308.6229708281668
1,57,-134.0,1473.84,1034.1201294364769,-188.89383600490703
1,58,-302.0,2869.04,2570.710764974609,-314.3219861351139
1,59,-99.0,800.5600000000001,707.7556756972227,-119.23590283039192
1,60,-85.0,1123.36,668.1711679897426,-127.15548232359139
1,61,-284.0,6680.240000000001,2527.0042369309617,-366.28354032433634
1,62,-108.0,510.96000000000004,535.4047175289511,-106.46550484694377
1,63,-74.0,1750.9599999999998,352.92725395844,-72.55433644860416
1,64,-60.0,538.24,397.6481173635669,-82.07888897769746
1,65,-76.0,529.04,458.76582114886816,-90.00429592458799
1,66,-177.0,4462.16,1101.627528176672,-185.1242772574319
1,67,-47.0,200.0,319.940585900007,-54.16589374545619
1,68,-342.0,6014.960000000001,2811.719263977337,-340.14690816977696
1,69,-169.0,1482.64,1246.1746518865036,-197.1401885863544
1,70,-258.0,9520.64,2236.899824696702,-348.4600050594512
1,71,-285.0,3696.2400000000002,2217.1995145723777,-330.60810493648336
1,72,-53.0,770.0,148.2804564448616,-60.86932122877235
1,73,-257.0,7950.4,1869.061224263873,-214.60655534271686
1,74,-108.0,270.16,916.6311011750726,-97.29435357720456
1,75,-277.0,1848.2399999999998,2429.4007407172817,-310.33311202200423
1,76,-82.0,713.8399999999999,526.8984388650186,-122.09623856015678
1,77,-23.0,519.04,112.90808453577836,-44.587258397627664
1,78,-288.0,9152.560000000001,2459.7077812650477,-352.7638312380283
1,79,-189.0,9071.6,1404.306033759779,-233.2676969448356
1,80,-202.0,2114.2399999999993,1655.705553595991,-227.5768239274459
1,81,-192.0,3634.2400000000002,1475.3193011761575,-217.4288174655851
1,82,-187.0,5737.04,1512.2385812604848,-240.17762339266807
1,83,-156.0,1193.8400000000001,1156.831744982056,-173.94172590620843
1,84,-311.0,2653.3599999999997,2616.8094142288505,-318.67418398148186
1,85,-261.0,1955.6,2249.2571632164554,-287.3205481934754
1,86,-64.0,1683.7600000000002,265.72044909001795,-67.06090194134518
1,87,-225.0,4082.6400000000003,1635.3653911423066,-197.66102784725288
1,88,-266.0,1427.0399999999997,2496.312257141177,-261.7565932689247
1,89,-259.0,4517.36,2005.5897936527033,-298.24679430030005
1,90,-335.0,3275.2,2968.823785211094,-371.1383841787811
1,91,-111.0,1038.16,644.1832315910967,-115.69011300896793
1,92,-67.0,1006.5599999999998,236.2643990287941,-63.33445650016397
1,93,-196.0,1667.6,1586.9883687529853,-233.77004641302702
1,94,-290.0,2150.8,2334.8742436821326,-294.85658185582673
1,95,-256.0,1963.7600000000002,2068.9819741581723,-268.3155381674356
1,96,-123.0,1479.3600000000001,789.3597227615426,-153.82844209894046
1,97,-235.0,6156.960000000001,1660.943060315341,-205.59509940366226
1,98,-70.0,802.64,432.9417611811848,-84.13343669501256
1,99,-230.0,1283.44,1676.6074874114186,-229.58969811091342
2,0,-36.0,145.04000000000002,146.04464183476858,-65.79851577169532
2,1,-53.0,149.84,111.64092326493514,-37.87881472541243
2,2,-27.0,233.2,101.26057792562423,-40.233111010691765
2,3,-406.0,6083.36,3458.2739083099673,-392.07787744604417
2,4,-401.0,9605.2,3539.116974805879,-440.45000504700147
2,5,-56.0,52.160000000000004,310.200318556526,-52.95173375796672
2,6,-338.0,672.8,2717.346420927277,-323.4430158238249
2,7,-350.0,89.36000000000001,2730.4942612116283,-349.94741531675965
2,8,-106.0,187.6,545.3468540363782,-92.70973794770623
2,9,-192.0,472.64000000000004,1409.5919146218287,-183.1522613158347
2,10,-40.0,100.16,158.77446625440967,-48.58101304706278
2,11,-48.0,129.04000000000002,142.076787758959,-51.19801057855506
2,12,-318.0,2204.56,2403.8533332514257,-334.24806586100055
2,13,-373.0,1969.36,3292.702615609192,-356.88426248252256
2,14,-161.0,1174.16,1454.1061414855171,-188.5530752624644
2,15,-15.0,156.95999999999998,0.0,-17.62079456533717
2,16,-348.0,22755.44,2609.274675990578,-336.3264727516225
2,17,-395.0,16131.039999999999,3293.8898006575155,-448.7881729991925
2,18,-341.0,16833.04,2736.1548462497144,-400.5816807351889
2,19,-233.0,12925.84,1567.7410062385109,-258.5954150008299
