dt,angle_x,angle_y,angle_z
2013-04-20 17:32:19.945,8.719,45.0,0.0
2013-04-20 17:32:20.000,8.722,44.982,0.0
2013-04-20 17:32:21.000,8.773,44.647,0.0
2013-04-20 17:32:22.000,8.824,44.307,0.0
2013-04-20 17:32:23.000,8.874,43.962,0.0
2013-04-20 17:32:24.000,8.925,43.613,0.0
2013-04-20 17:32:25.000,8.976,43.258,0.0
2013-04-20 17:32:26.000,9.026,42.897,0.0
2013-04-20 17:32:27.000,9.077,42.532,0.0
2013-04-20 17:32:28.000,9.127,42.161,0.0
2013-04-20 17:32:29.000,9.178,41.784,0.0
2013-04-20 17:32:30.000,9.228,41.403,0.0
2013-04-20 17:32:31.000,9.279,41.015,0.0
2013-04-20 17:32:32.000,9.329,40.622,0.0
2013-04-20 17:32:33.000,9.379,40.223,0.0
2013-04-20 17:32:34.000,9.43,39.818,0.0
2013-04-20 17:32:35.000,9.48,39.408,0.0
2013-04-20 17:32:36.000,9.53,38.991,0.0
2013-04-20 17:32:37.000,9.58,38.569,0.0
2013-04-20 17:32:38.000,9.63,38.14,0.0
2013-04-20 17:32:39.000,9.68,37.705,0.0
2013-04-20 17:32:40.000,9.73,37.264,0.0
2013-04-20 17:32:41.000,9.78,36.817,0.0
2013-04-20 17:32:42.000,9.83,36.364,0.0
2013-04-20 17:32:43.000,9.879,35.904,0.0
2013-04-20 17:32:44.000,9.929,35.438,0.0
2013-04-20 17:32:45.000,9.978,34.966,0.0
2013-04-20 17:32:46.000,10.028,34.486,0.0
2013-04-20 17:32:47.000,10.077,34.001,0.0
2013-04-20 17:32:48.000,10.127,33.509,0.0
2013-04-20 17:32:49.000,10.176,33.01,0.0
2013-04-20 17:32:50.000,10.225,32.504,0.0
2013-04-20 17:32:51.000,10.274,31.992,0.0
2013-04-20 17:32:52.000,10.323,31.473,0.0
2013-04-20 17:32:53.000,10.372,30.948,0.0
2013-04-20 17:32:54.000,10.421,30.416,0.0
2013-04-20 17:32:55.000,10.469,29.876,0.0
2013-04-20 17:32:56.000,10.518,29.331,0.0
2013-04-20 17:32:57.000,10.566,28.778,0.0
2013-04-20 17:32:58.000,10.615,28.219,0.0
2013-04-20 17:32:59.000,10.663,27.653,0.0
2013-04-20 17:33:00.000,10.711,27.08,0.0
2013-04-20 17:33:01.000,10.759,26.5,0.0
2013-04-20 17:33:02.000,10.807,25.914,0.0
2013-04-20 17:33:03.000,10.855,25.321,0.0
2013-04-20 17:33:04.000,10.902,24.722,0.0
2013-04-20 17:33:05.000,10.95,24.116,0.0
2013-04-20 17:33:06.000,10.997,23.503,0.0
2013-04-20 17:33:07.000,11.045,22.884,0.0
2013-04-20 17:33:08.000,11.092,22.259,0.0
2013-04-20 17:33:09.000,11.139,21.627,0.0
2013-04-20 17:33:10.000,11.186,20.99,0.0
2013-04-20 17:33:11.000,11.233,20.346,0.0
2013-04-20 17:33:12.000,11.28,19.696,0.0
2013-04-20 17:33:13.000,11.326,19.04,0.0
2013-04-20 17:33:14.000,11.372,18.379,0.0
2013-04-20 17:33:15.000,11.419,17.712,0.0
2013-04-20 17:33:16.000,11.465,17.039,0.0
2013-04-20 17:33:17.000,11.511,16.361,0.0
2013-04-20 17:33:18.000,11.557,15.678,0.0
2013-04-20 17:33:19.000,11.602,14.99,0.0
2013-04-20 17:33:20.000,11.648,14.297,0.0
2013-04-20 17:33:21.000,11.693,13.6,0.0
2013-04-20 17:33:22.000,11.738,12.898,0.0
2013-04-20 17:33:23.000,11.784,12.192,0.0
2013-04-20 17:33:24.000,11.828,11.481,0.0
2013-04-20 17:33:25.000,11.873,10.767,0.0
2013-04-20 17:33:26.000,11.918,10.05,0.0
2013-04-20 17:33:27.000,11.962,9.329,0.0
2013-04-20 17:33:28.000,12.006,8.605,0.0
2013-04-20 17:33:29.000,12.051,7.878,0.0
2013-04-20 17:33:30.000,12.094,7.148,0.0
2013-04-20 17:33:31.000,12.138,6.416,0.0
2013-04-20 17:33:32.000,12.182,5.682,0.0
2013-04-20 17:33:33.000,12.225,4.946,0.0
2013-04-20 17:33:34.000,12.268,4.209,0.0
2013-04-20 17:33:35.000,12.311,3.47,0.0
2013-04-20 17:33:36.000,12.354,2.73,0.0
2013-04-20 17:33:37.000,12.397,1.99,0.0
2013-04-20 17:33:38.000,12.44,1.249,0.0
2013-04-20 17:33:39.000,12.482,0.508,0.0
2013-04-20 17:33:40.000,12.524,-0.233,0.0
2013-04-20 17:33:41.000,12.566,-0.974,0.0
2013-04-20 17:33:42.000,12.608,-1.714,0.0
2013-04-20 17:33:43.000,12.649,-2.454,0.0
2013-04-20 17:33:44.000,12.691,-3.192,0.0
2013-04-20 17:33:45.000,12.732,-3.928,0.0
2013-04-20 17:33:46.000,12.773,-4.663,0.0
2013-04-20 17:33:47.000,12.814,-5.396,0.0
2013-04-20 17:33:48.000,12.854,-6.126,0.0
2013-04-20 17:33:49.000,12.895,-6.854,0.0
2013-04-20 17:33:50.000,12.935,-7.579,0.0
2013-04-20 17:33:51.000,12.975,-8.301,0.0
2013-04-20 17:33:52.000,13.015,-9.02,0.0
2013-04-20 17:33:53.000,13.054,-9.736,0.0
2013-04-20 17:33:54.000,13.093,-10.447,0.0
2013-04-20 17:33:55.000,13.133,-11.155,0.0
2013-04-20 17:33:56.000,13.172,-11.859,0.0
2013-04-20 17:33:57.000,13.21,-12.558,0.0
2013-04-20 17:33:58.000,13.249,-13.253,0.0
2013-04-20 17:33:59.000,13.287,-13.942,0.0
2013-04-20 17:34:00.000,13.325,-14.627,0.0
2013-04-20 17:34:01.000,13.363,-15.307,0.0
2013-04-20 17:34:02.000,13.401,-15.982,0.0
2013-04-20 17:34:03.000,13.438,-16.651,0.0
2013-04-20 17:34:04.000,13.475,-17.315,0.0
2013-04-20 17:34:05.000,13.512,-17.973,0.0
2013-04-20 17:34:06.000,13.549,-18.625,0.0
2013-04-20 17:34:07.000,13.586,-19.271,0.0
2013-04-20 17:34:08.000,13.622,-19.912,0.0
2013-04-20 17:34:09.000,13.658,-20.546,0.0
2013-04-20 17:34:10.000,13.694,-21.174,0.0
2013-04-20 17:34:11.000,13.73,-21.795,0.0
