year,month,day,hour,minute,second,angle_x,angle_y,angle_z,dt
2013,4,20,8,35,5.974,6.556,45.0,0.0,2013-04-20 08:35:05
2013,4,20,8,35,6.0,6.557,44.991,0.0,2013-04-20 08:35:06
2013,4,20,8,35,7.0,6.605,44.658,0.0,2013-04-20 08:35:07
2013,4,20,8,35,8.0,6.652,44.32,0.0,2013-04-20 08:35:08
2013,4,20,8,35,9.0,6.699,43.977,0.0,2013-04-20 08:35:09
2013,4,20,8,35,10.0,6.746,43.629,0.0,2013-04-20 08:35:10
2013,4,20,8,35,11.0,6.794,43.275,0.0,2013-04-20 08:35:11
2013,4,20,8,35,12.0,6.841,42.917,0.0,2013-04-20 08:35:12
2013,4,20,8,35,13.0,6.888,42.553,0.0,2013-04-20 08:35:13
2013,4,20,8,35,14.0,6.936,42.183,0.0,2013-04-20 08:35:14
2013,4,20,8,35,15.0,6.983,41.808,0.0,2013-04-20 08:35:15
2013,4,20,8,35,16.0,7.03,41.428,0.0,2013-04-20 08:35:16
2013,4,20,8,35,17.0,7.077,41.042,0.0,2013-04-20 08:35:17
2013,4,20,8,35,18.0,7.124,40.65,0.0,2013-04-20 08:35:18
2013,4,20,8,35,19.0,7.172,40.253,0.0,2013-04-20 08:35:19
2013,4,20,8,35,20.0,7.219,39.85,0.0,2013-04-20 08:35:20
2013,4,20,8,35,21.0,7.266,39.44,0.0,2013-04-20 08:35:21
2013,4,20,8,35,22.0,7.313,39.025,0.0,2013-04-20 08:35:22
2013,4,20,8,35,23.0,7.36,38.604,0.0,2013-04-20 08:35:23
2013,4,20,8,35,24.0,7.407,38.177,0.0,2013-04-20 08:35:24
2013,4,20,8,35,25.0,7.454,37.744,0.0,2013-04-20 08:35:25
2013,4,20,8,35,26.0,7.501,37.304,0.0,2013-04-20 08:35:26
2013,4,20,8,35,27.0,7.548,36.859,0.0,2013-04-20 08:35:27
2013,4,20,8,35,28.0,7.595,36.407,0.0,2013-04-20 08:35:28
2013,4,20,8,35,29.0,7.642,35.948,0.0,2013-04-20 08:35:29
2013,4,20,8,35,30.0,7.689,35.483,0.0,2013-04-20 08:35:30
2013,4,20,8,35,31.0,7.736,35.012,0.0,2013-04-20 08:35:31
2013,4,20,8,35,32.0,7.782,34.534,0.0,2013-04-20 08:35:32
2013,4,20,8,35,33.0,7.829,34.05,0.0,2013-04-20 08:35:33
2013,4,20,8,35,34.0,7.876,33.559,0.0,2013-04-20 08:35:34
2013,4,20,8,35,35.0,7.922,33.061,0.0,2013-04-20 08:35:35
2013,4,20,8,35,36.0,7.969,32.556,0.0,2013-04-20 08:35:36
2013,4,20,8,35,37.0,8.015,32.045,0.0,2013-04-20 08:35:37
2013,4,20,8,35,38.0,8.062,31.527,0.0,2013-04-20 08:35:38
2013,4,20,8,35,39.0,8.108,31.003,0.0,2013-04-20 08:35:39
2013,4,20,8,35,40.0,8.154,30.471,0.0,2013-04-20 08:35:40
2013,4,20,8,35,41.0,8.201,29.933,0.0,2013-04-20 08:35:41
2013,4,20,8,35,42.0,8.247,29.388,0.0,2013-04-20 08:35:42
2013,4,20,8,35,43.0,8.293,28.836,0.0,2013-04-20 08:35:43
2013,4,20,8,35,44.0,8.339,28.277,0.0,2013-04-20 08:35:44
2013,4,20,8,35,45.0,8.385,27.711,0.0,2013-04-20 08:35:45
2013,4,20,8,35,46.0,8.431,27.139,0.0,2013-04-20 08:35:46
2013,4,20,8,35,47.0,8.477,26.56,0.0,2013-04-20 08:35:47
2013,4,20,8,35,48.0,8.522,25.974,0.0,2013-04-20 08:35:48
2013,4,20,8,35,49.0,8.568,25.381,0.0,2013-04-20 08:35:49
2013,4,20,8,35,50.0,8.614,24.782,0.0,2013-04-20 08:35:50
2013,4,20,8,35,51.0,8.659,24.176,0.0,2013-04-20 08:35:51
2013,4,20,8,35,52.0,8.704,23.563,0.0,2013-04-20 08:35:52
2013,4,20,8,35,53.0,8.75,22.944,0.0,2013-04-20 08:35:53
2013,4,20,8,35,54.0,8.795,22.319,0.0,2013-04-20 08:35:54
2013,4,20,8,35,55.0,8.84,21.687,0.0,2013-04-20 08:35:55
2013,4,20,8,35,56.0,8.885,21.048,0.0,2013-04-20 08:35:56
2013,4,20,8,35,57.0,8.93,20.404,0.0,2013-04-20 08:35:57
2013,4,20,8,35,58.0,8.975,19.754,0.0,2013-04-20 08:35:58
2013,4,20,8,35,59.0,9.02,19.097,0.0,2013-04-20 08:35:59
2013,4,20,8,36,0.0,9.064,18.435,0.0,2013-04-20 08:36:00
2013,4,20,8,36,1.0,9.109,17.767,0.0,2013-04-20 08:36:01
2013,4,20,8,36,2.0,9.153,17.093,0.0,2013-04-20 08:36:02
2013,4,20,8,36,3.0,9.198,16.414,0.0,2013-04-20 08:36:03
2013,4,20,8,36,4.0,9.242,15.73,0.0,2013-04-20 08:36:04
2013,4,20,8,36,5.0,9.286,15.04,0.0,2013-04-20 08:36:05
2013,4,20,8,36,6.0,9.33,14.346,0.0,2013-04-20 08:36:06
2013,4,20,8,36,7.0,9.374,13.647,0.0,2013-04-20 08:36:07
2013,4,20,8,36,8.0,9.418,12.943,0.0,2013-04-20 08:36:08
2013,4,20,8,36,9.0,9.461,12.235,0.0,2013-04-20 08:36:09
2013,4,20,8,36,10.0,9.505,11.523,0.0,2013-04-20 08:36:10
2013,4,20,8,36,11.0,9.548,10.806,0.0,2013-04-20 08:36:11
2013,4,20,8,36,12.0,9.591,10.087,0.0,2013-04-20 08:36:12
2013,4,20,8,36,13.0,9.634,9.363,0.0,2013-04-20 08:36:13
2013,4,20,8,36,14.0,9.677,8.637,0.0,2013-04-20 08:36:14
2013,4,20,8,36,15.0,9.72,7.907,0.0,2013-04-20 08:36:15
2013,4,20,8,36,16.0,9.763,7.175,0.0,2013-04-20 08:36:16
2013,4,20,8,36,17.0,9.806,6.44,0.0,2013-04-20 08:36:17
2013,4,20,8,36,18.0,9.848,5.703,0.0,2013-04-20 08:36:18
2013,4,20,8,36,19.0,9.89,4.964,0.0,2013-04-20 08:36:19
2013,4,20,8,36,20.0,9.933,4.224,0.0,2013-04-20 08:36:20
2013,4,20,8,36,21.0,9.975,3.482,0.0,2013-04-20 08:36:21
2013,4,20,8,36,22.0,10.017,2.739,0.0,2013-04-20 08:36:22
2013,4,20,8,36,23.0,10.058,1.995,0.0,2013-04-20 08:36:23
2013,4,20,8,36,24.0,10.1,1.25,0.0,2013-04-20 08:36:24
2013,4,20,8,36,25.0,10.141,0.505,0.0,2013-04-20 08:36:25
2013,4,20,8,36,26.0,10.183,-0.239,0.0,2013-04-20 08:36:26
2013,4,20,8,36,27.0,10.224,-0.984,0.0,2013-04-20 08:36:27
2013,4,20,8,36,28.0,10.265,-1.728,0.0,2013-04-20 08:36:28
2013,4,20,8,36,29.0,10.306,-2.471,0.0,2013-04-20 08:36:29
2013,4,20,8,36,30.0,10.346,-3.213,0.0,2013-04-20 08:36:30
2013,4,20,8,36,31.0,10.387,-3.953,0.0,2013-04-20 08:36:31
2013,4,20,8,36,32.0,10.427,-4.692,0.0,2013-04-20 08:36:32
2013,4,20,8,36,33.0,10.468,-5.429,0.0,2013-04-20 08:36:33
2013,4,20,8,36,34.0,10.508,-6.164,0.0,2013-04-20 08:36:34
2013,4,20,8,36,35.0,10.548,-6.896,0.0,2013-04-20 08:36:35
2013,4,20,8,36,36.0,10.587,-7.625,0.0,2013-04-20 08:36:36
2013,4,20,8,36,37.0,10.627,-8.352,0.0,2013-04-20 08:36:37
2013,4,20,8,36,38.0,10.666,-9.075,0.0,2013-04-20 08:36:38
2013,4,20,8,36,39.0,10.705,-9.795,0.0,2013-04-20 08:36:39
2013,4,20,8,36,40.0,10.744,-10.511,0.0,2013-04-20 08:36:40
2013,4,20,8,36,41.0,10.783,-11.223,0.0,2013-04-20 08:36:41
2013,4,20,8,36,42.0,10.822,-11.931,0.0,2013-04-20 08:36:42
2013,4,20,8,36,43.0,10.86,-12.634,0.0,2013-04-20 08:36:43
2013,4,20,8,36,44.0,10.899,-13.333,0.0,2013-04-20 08:36:44
2013,4,20,8,36,45.0,10.937,-14.027,0.0,2013-04-20 08:36:45
2013,4,20,8,36,46.0,10.975,-14.716,0.0,2013-04-20 08:36:46
2013,4,20,8,36,47.0,11.013,-15.401,0.0,2013-04-20 08:36:47
2013,4,20,8,36,48.0,11.05,-16.079,0.0,2013-04-20 08:36:48
2013,4,20,8,36,49.0,11.088,-16.753,0.0,2013-04-20 08:36:49
2013,4,20,8,36,50.0,11.125,-17.421,0.0,2013-04-20 08:36:50
2013,4,20,8,36,51.0,11.162,-18.083,0.0,2013-04-20 08:36:51
2013,4,20,8,36,52.0,11.199,-18.739,0.0,2013-04-20 08:36:52
2013,4,20,8,36,53.0,11.236,-19.39,0.0,2013-04-20 08:36:53
2013,4,20,8,36,54.0,11.272,-20.034,0.0,2013-04-20 08:36:54
2013,4,20,8,36,55.0,11.308,-20.672,0.0,2013-04-20 08:36:55
2013,4,20,8,36,56.0,11.344,-21.304,0.0,2013-04-20 08:36:56
2013,4,20,8,36,57.0,11.38,-21.929,0.0,2013-04-20 08:36:57
2013,4,20,8,36,58.0,11.416,-22.548,0.0,2013-04-20 08:36:58
2013,4,20,8,36,59.0,11.452,-23.16,0.0,2013-04-20 08:36:59
2013,4,20,8,37,0.0,11.487,-23.766,0.0,2013-04-20 08:37:00
2013,4,20,8,37,1.0,11.522,-24.365,0.0,2013-04-20 08:37:01
2013,4,20,8,37,2.0,11.557,-24.958,0.0,2013-04-20 08:37:02
2013,4,20,8,37,3.0,11.592,-25.544,0.0,2013-04-20 08:37:03
2013,4,20,8,37,4.0,11.626,-26.123,0.0,2013-04-20 08:37:04
2013,4,20,8,37,5.0,11.66,-26.695,0.0,2013-04-20 08:37:05
2013,4,20,8,37,6.0,11.694,-27.261,0.0,2013-04-20 08:37:06
2013,4,20,8,37,7.0,11.728,-27.819,0.0,2013-04-20 08:37:07
2013,4,20,8,37,8.0,11.762,-28.371,0.0,2013-04-20 08:37:08
2013,4,20,8,37,9.0,11.796,-28.916,0.0,2013-04-20 08:37:09
2013,4,20,8,37,10.0,11.829,-29.455,0.0,2013-04-20 08:37:10
2013,4,20,8,37,11.0,11.862,-29.986,0.0,2013-04-20 08:37:11
2013,4,20,8,37,12.0,11.895,-30.511,0.0,2013-04-20 08:37:12
2013,4,20,8,37,13.0,11.927,-31.029,0.0,2013-04-20 08:37:13
2013,4,20,8,37,14.0,11.96,-31.54,0.0,2013-04-20 08:37:14
2013,4,20,8,37,15.0,11.992,-32.045,0.0,2013-04-20 08:37:15
2013,4,20,8,37,16.0,12.024,-32.542,0.0,2013-04-20 08:37:16
2013,4,20,8,37,17.0,12.056,-33.034,0.0,2013-04-20 08:37:17
2013,4,20,8,37,18.0,12.087,-33.518,0.0,2013-04-20 08:37:18
2013,4,20,8,37,19.0,12.119,-33.996,0.0,2013-04-20 08:37:19
2013,4,20,8,37,20.0,12.15,-34.468,0.0,2013-04-20 08:37:20
2013,4,20,8,37,21.0,12.181,-34.933,0.0,2013-04-20 08:37:21
2013,4,20,8,37,22.0,12.211,-35.391,0.0,2013-04-20 08:37:22
2013,4,20,8,37,23.0,12.242,-35.844,0.0,2013-04-20 08:37:23
2013,4,20,8,37,24.0,12.272,-36.29,0.0,2013-04-20 08:37:24
2013,4,20,8,37,25.0,12.302,-36.729,0.0,2013-04-20 08:37:25
2013,4,20,8,37,26.0,12.332,-37.163,0.0,2013-04-20 08:37:26
2013,4,20,8,37,27.0,12.362,-37.59,0.0,2013-04-20 08:37:27
2013,4,20,8,37,28.0,12.391,-38.012,0.0,2013-04-20 08:37:28
2013,4,20,8,37,29.0,12.42,-38.427,0.0,2013-04-20 08:37:29
2013,4,20,8,37,30.0,12.449,-38.836,0.0,2013-04-20 08:37:30
2013,4,20,8,37,31.0,12.478,-39.24,0.0,2013-04-20 08:37:31
2013,4,20,8,37,32.0,12.506,-39.638,0.0,2013-04-20 08:37:32
2013,4,20,8,37,33.0,12.535,-40.03,0.0,2013-04-20 08:37:33
2013,4,20,8,37,34.0,12.563,-40.416,0.0,2013-04-20 08:37:34
2013,4,20,8,37,35.0,12.591,-40.797,0.0,2013-04-20 08:37:35
2013,4,20,8,37,36.0,12.618,-41.173,0.0,2013-04-20 08:37:36
2013,4,20,8,37,37.0,12.646,-41.542,0.0,2013-04-20 08:37:37
2013,4,20,8,37,38.0,12.673,-41.907,0.0,2013-04-20 08:37:38
2013,4,20,8,37,39.0,12.7,-42.266,0.0,2013-04-20 08:37:39
2013,4,20,8,37,40.0,12.726,-42.62,0.0,2013-04-20 08:37:40
2013,4,20,8,37,41.0,12.753,-42.969,0.0,2013-04-20 08:37:41
2013,4,20,8,37,42.0,12.779,-43.313,0.0,2013-04-20 08:37:42
2013,4,20,8,37,43.0,12.805,-43.651,0.0,2013-04-20 08:37:43
2013,4,20,8,37,44.0,12.831,-43.985,0.0,2013-04-20 08:37:44
2013,4,20,8,37,45.0,12.857,-44.314,0.0,2013-04-20 08:37:45
2013,4,20,8,37,46.0,12.882,-44.638,0.0,2013-04-20 08:37:46
2013,4,20,8,37,47.0,12.907,-44.958,0.0,2013-04-20 08:37:47
2013,4,20,8,37,47.134,12.91,-45.0,0.0,2013-04-20 08:37:47
2013,4,20,14,1,2.367,-38.962,45.0,0.0,2013-04-20 14:01:02
2013,4,20,14,1,3.0,-38.998,44.84,0.0,2013-04-20 14:01:03
2013,4,20,14,1,4.0,-39.055,44.585,0.0,2013-04-20 14:01:04
2013,4,20,14,1,5.0,-39.111,44.327,0.0,2013-04-20 14:01:05
2013,4,20,14,1,6.0,-39.167,44.067,0.0,2013-04-20 14:01:06
2013,4,20,14,1,7.0,-39.222,43.803,0.0,2013-04-20 14:01:07
2013,4,20,14,1,8.0,-39.278,43.537,0.0,2013-04-20 14:01:08
2013,4,20,14,1,9.0,-39.333,43.268,0.0,2013-04-20 14:01:09
2013,4,20,14,1,10.0,-39.387,42.995,0.0,2013-04-20 14:01:10
2013,4,20,14,1,11.0,-39.442,42.72,0.0,2013-04-20 14:01:11
2013,4,20,14,1,12.0,-39.496,42.442,0.0,2013-04-20 14:01:12
2013,4,20,14,1,13.0,-39.55,42.161,0.0,2013-04-20 14:01:13
2013,4,20,14,1,14.0,-39.603,41.876,0.0,2013-04-20 14:01:14
2013,4,20,14,1,15.0,-39.656,41.589,0.0,2013-04-20 14:01:15
2013,4,20,14,1,16.0,-39.709,41.298,0.0,2013-04-20 14:01:16
2013,4,20,14,1,17.0,-39.761,41.005,0.0,2013-04-20 14:01:17
2013,4,20,14,1,18.0,-39.813,40.708,0.0,2013-04-20 14:01:18
2013,4,20,14,1,19.0,-39.865,40.408,0.0,2013-04-20 14:01:19
2013,4,20,14,1,20.0,-39.917,40.105,0.0,2013-04-20 14:01:20
2013,4,20,14,1,21.0,-39.968,39.799,0.0,2013-04-20 14:01:21
2013,4,20,14,1,22.0,-40.019,39.489,0.0,2013-04-20 14:01:22
2013,4,20,14,1,23.0,-40.069,39.176,0.0,2013-04-20 14:01:23
2013,4,20,14,1,24.0,-40.119,38.86,0.0,2013-04-20 14:01:24
2013,4,20,14,1,25.0,-40.169,38.54,0.0,2013-04-20 14:01:25
2013,4,20,14,1,26.0,-40.218,38.217,0.0,2013-04-20 14:01:26
2013,4,20,14,1,27.0,-40.267,37.891,0.0,2013-04-20 14:01:27
2013,4,20,14,1,28.0,-40.316,37.561,0.0,2013-04-20 14:01:28
2013,4,20,14,1,29.0,-40.365,37.228,0.0,2013-04-20 14:01:29
2013,4,20,14,1,30.0,-40.413,36.891,0.0,2013-04-20 14:01:30
2013,4,20,14,1,31.0,-40.46,36.551,0.0,2013-04-20 14:01:31
2013,4,20,14,1,32.0,-40.508,36.208,0.0,2013-04-20 14:01:32
2013,4,20,14,1,33.0,-40.555,35.861,0.0,2013-04-20 14:01:33
2013,4,20,14,1,34.0,-40.601,35.51,0.0,2013-04-20 14:01:34
2013,4,20,14,1,35.0,-40.648,35.156,0.0,2013-04-20 14:01:35
2013,4,20,14,1,36.0,-40.694,34.798,0.0,2013-04-20 14:01:36
2013,4,20,14,1,37.0,-40.739,34.437,0.0,2013-04-20 14:01:37
2013,4,20,14,1,38.0,-40.784,34.072,0.0,2013-04-20 14:01:38
2013,4,20,14,1,39.0,-40.829,33.704,0.0,2013-04-20 14:01:39
2013,4,20,14,1,40.0,-40.874,33.332,0.0,2013-04-20 14:01:40
2013,4,20,14,1,41.0,-40.918,32.957,0.0,2013-04-20 14:01:41
2013,4,20,14,1,42.0,-40.962,32.577,0.0,2013-04-20 14:01:42
2013,4,20,14,1,43.0,-41.005,32.194,0.0,2013-04-20 14:01:43
2013,4,20,14,1,44.0,-41.048,31.808,0.0,2013-04-20 14:01:44
2013,4,20,14,1,45.0,-41.091,31.418,0.0,2013-04-20 14:01:45
2013,4,20,14,1,46.0,-41.133,31.024,0.0,2013-04-20 14:01:46
2013,4,20,14,1,47.0,-41.175,30.627,0.0,2013-04-20 14:01:47
2013,4,20,14,1,48.0,-41.216,30.226,0.0,2013-04-20 14:01:48
2013,4,20,14,1,49.0,-41.257,29.821,0.0,2013-04-20 14:01:49
2013,4,20,14,1,50.0,-41.298,29.413,0.0,2013-04-20 14:01:50
2013,4,20,14,1,51.0,-41.339,29.0,0.0,2013-04-20 14:01:51
2013,4,20,14,1,52.0,-41.379,28.585,0.0,2013-04-20 14:01:52
2013,4,20,14,1,53.0,-41.418,28.166,0.0,2013-04-20 14:01:53
2013,4,20,14,1,54.0,-41.458,27.743,0.0,2013-04-20 14:01:54
2013,4,20,14,1,55.0,-41.496,27.316,0.0,2013-04-20 14:01:55
2013,4,20,14,1,56.0,-41.535,26.886,0.0,2013-04-20 14:01:56
2013,4,20,14,1,57.0,-41.573,26.452,0.0,2013-04-20 14:01:57
2013,4,20,14,1,58.0,-41.611,26.015,0.0,2013-04-20 14:01:58
2013,4,20,14,1,59.0,-41.648,25.574,0.0,2013-04-20 14:01:59
2013,4,20,14,2,0.0,-41.685,25.13,0.0,2013-04-20 14:02:00
2013,4,20,14,2,1.0,-41.722,24.682,0.0,2013-04-20 14:02:01
2013,4,20,14,2,2.0,-41.758,24.231,0.0,2013-04-20 14:02:02
2013,4,20,14,2,3.0,-41.794,23.776,0.0,2013-04-20 14:02:03
2013,4,20,14,2,4.0,-41.829,23.318,0.0,2013-04-20 14:02:04
2013,4,20,14,2,5.0,-41.864,22.856,0.0,2013-04-20 14:02:05
2013,4,20,14,2,6.0,-41.899,22.391,0.0,2013-04-20 14:02:06
2013,4,20,14,2,7.0,-41.933,21.923,0.0,2013-04-20 14:02:07
2013,4,20,14,2,8.0,-41.967,21.451,0.0,2013-04-20 14:02:08
2013,4,20,14,2,9.0,-42.0,20.976,0.0,2013-04-20 14:02:09
2013,4,20,14,2,10.0,-42.033,20.499,0.0,2013-04-20 14:02:10
2013,4,20,14,2,11.0,-42.066,20.017,0.0,2013-04-20 14:02:11
2013,4,20,14,2,12.0,-42.098,19.533,0.0,2013-04-20 14:02:12
2013,4,20,14,2,13.0,-42.13,19.046,0.0,2013-04-20 14:02:13
2013,4,20,14,2,14.0,-42.162,18.556,0.0,2013-04-20 14:02:14
2013,4,20,14,2,15.0,-42.193,18.063,0.0,2013-04-20 14:02:15
2013,4,20,14,2,16.0,-42.223,17.567,0.0,2013-04-20 14:02:16
2013,4,20,14,2,17.0,-42.254,17.068,0.0,2013-04-20 14:02:17
2013,4,20,14,2,18.0,-42.284,16.566,0.0,2013-04-20 14:02:18
2013,4,20,14,2,19.0,-42.313,16.062,0.0,2013-04-20 14:02:19
2013,4,20,14,2,20.0,-42.342,15.555,0.0,2013-04-20 14:02:20
2013,4,20,14,2,21.0,-42.371,15.046,0.0,2013-04-20 14:02:21
2013,4,20,14,2,22.0,-42.399,14.534,0.0,2013-04-20 14:02:22
2013,4,20,14,2,23.0,-42.427,14.02,0.0,2013-04-20 14:02:23
2013,4,20,14,2,24.0,-42.454,13.504,0.0,2013-04-20 14:02:24
2013,4,20,14,2,25.0,-42.481,12.985,0.0,2013-04-20 14:02:25
2013,4,20,14,2,26.0,-42.508,12.464,0.0,2013-04-20 14:02:26
2013,4,20,14,2,27.0,-42.534,11.941,0.0,2013-04-20 14:02:27
2013,4,20,14,2,28.0,-42.56,11.417,0.0,2013-04-20 14:02:28
2013,4,20,14,2,29.0,-42.586,10.89,0.0,2013-04-20 14:02:29
2013,4,20,14,2,30.0,-42.611,10.361,0.0,2013-04-20 14:02:30
2013,4,20,14,2,31.0,-42.635,9.831,0.0,2013-04-20 14:02:31
2013,4,20,14,2,32.0,-42.659,9.3,0.0,2013-04-20 14:02:32
2013,4,20,14,2,33.0,-42.683,8.766,0.0,2013-04-20 14:02:33
2013,4,20,14,2,34.0,-42.707,8.232,0.0,2013-04-20 14:02:34
2013,4,20,14,2,35.0,-42.73,7.696,0.0,2013-04-20 14:02:35
2013,4,20,14,2,36.0,-42.752,7.159,0.0,2013-04-20 14:02:36
2013,4,20,14,2,37.0,-42.774,6.621,0.0,2013-04-20 14:02:37
2013,4,20,14,2,38.0,-42.796,6.082,0.0,2013-04-20 14:02:38
2013,4,20,14,2,39.0,-42.818,5.542,0.0,2013-04-20 14:02:39
2013,4,20,14,2,40.0,-42.839,5.001,0.0,2013-04-20 14:02:40
2013,4,20,14,2,41.0,-42.859,4.46,0.0,2013-04-20 14:02:41
2013,4,20,14,2,42.0,-42.879,3.918,0.0,2013-04-20 14:02:42
2013,4,20,14,2,43.0,-42.899,3.376,0.0,2013-04-20 14:02:43
2013,4,20,14,2,44.0,-42.918,2.833,0.0,2013-04-20 14:02:44
2013,4,20,14,2,45.0,-42.937,2.29,0.0,2013-04-20 14:02:45
2013,4,20,14,2,46.0,-42.956,1.747,0.0,2013-04-20 14:02:46
2013,4,20,14,2,47.0,-42.974,1.204,0.0,2013-04-20 14:02:47
2013,4,20,14,2,48.0,-42.991,0.662,0.0,2013-04-20 14:02:48
2013,4,20,14,2,49.0,-43.009,0.119,0.0,2013-04-20 14:02:49
2013,4,20,14,2,50.0,-43.026,-0.423,0.0,2013-04-20 14:02:50
2013,4,20,14,2,51.0,-43.042,-0.965,0.0,2013-04-20 14:02:51
2013,4,20,14,2,52.0,-43.058,-1.506,0.0,2013-04-20 14:02:52
2013,4,20,14,2,53.0,-43.074,-2.047,0.0,2013-04-20 14:02:53
2013,4,20,14,2,54.0,-43.089,-2.587,0.0,2013-04-20 14:02:54
2013,4,20,14,2,55.0,-43.104,-3.126,0.0,2013-04-20 14:02:55
2013,4,20,14,2,56.0,-43.118,-3.663,0.0,2013-04-20 14:02:56
2013,4,20,14,2,57.0,-43.132,-4.2,0.0,2013-04-20 14:02:57
2013,4,20,14,2,58.0,-43.146,-4.736,0.0,2013-04-20 14:02:58
2013,4,20,14,2,59.0,-43.159,-5.27,0.0,2013-04-20 14:02:59
2013,4,20,14,3,0.0,-43.172,-5.803,0.0,2013-04-20 14:03:00
2013,4,20,14,3,1.0,-43.184,-6.335,0.0,2013-04-20 14:03:01
2013,4,20,14,3,2.0,-43.196,-6.865,0.0,2013-04-20 14:03:02
2013,4,20,14,3,3.0,-43.207,-7.393,0.0,2013-04-20 14:03:03
2013,4,20,14,3,4.0,-43.219,-7.919,0.0,2013-04-20 14:03:04
2013,4,20,14,3,5.0,-43.229,-8.444,0.0,2013-04-20 14:03:05
2013,4,20,14,3,6.0,-43.24,-8.966,0.0,2013-04-20 14:03:06
2013,4,20,14,3,7.0,-43.249,-9.487,0.0,2013-04-20 14:03:07
2013,4,20,14,3,8.0,-43.259,-10.005,0.0,2013-04-20 14:03:08
2013,4,20,14,3,9.0,-43.268,-10.521,0.0,2013-04-20 14:03:09
2013,4,20,14,3,10.0,-43.277,-11.035,0.0,2013-04-20 14:03:10
2013,4,20,14,3,11.0,-43.285,-11.547,0.0,2013-04-20 14:03:11
2013,4,20,14,3,12.0,-43.293,-12.056,0.0,2013-04-20 14:03:12
2013,4,20,14,3,13.0,-43.3,-12.562,0.0,2013-04-20 14:03:13
2013,4,20,14,3,14.0,-43.308,-13.066,0.0,2013-04-20 14:03:14
2013,4,20,14,3,15.0,-43.314,-13.567,0.0,2013-04-20 14:03:15
2013,4,20,14,3,16.0,-43.32,-14.066,0.0,2013-04-20 14:03:16
2013,4,20,14,3,17.0,-43.326,-14.561,0.0,2013-04-20 14:03:17
2013,4,20,14,3,18.0,-43.332,-15.054,0.0,2013-04-20 14:03:18
2013,4,20,14,3,19.0,-43.337,-15.544,0.0,2013-04-20 14:03:19
2013,4,20,14,3,20.0,-43.342,-16.031,0.0,2013-04-20 14:03:20
2013,4,20,14,3,21.0,-43.346,-16.515,0.0,2013-04-20 14:03:21
2013,4,20,14,3,22.0,-43.35,-16.995,0.0,2013-04-20 14:03:22
2013,4,20,14,3,23.0,-43.353,-17.473,0.0,2013-04-20 14:03:23
2013,4,20,14,3,24.0,-43.356,-17.948,0.0,2013-04-20 14:03:24
2013,4,20,14,3,25.0,-43.359,-18.419,0.0,2013-04-20 14:03:25
2013,4,20,14,3,26.0,-43.361,-18.887,0.0,2013-04-20 14:03:26
2013,4,20,14,3,27.0,-43.363,-19.351,0.0,2013-04-20 14:03:27
2013,4,20,14,3,28.0,-43.365,-19.813,0.0,2013-04-20 14:03:28
2013,4,20,14,3,29.0,-43.366,-20.271,0.0,2013-04-20 14:03:29
2013,4,20,14,3,30.0,-43.366,-20.725,0.0,2013-04-20 14:03:30
2013,4,20,14,3,31.0,-43.367,-21.176,0.0,2013-04-20 14:03:31
2013,4,20,14,3,32.0,-43.367,-21.624,0.0,2013-04-20 14:03:32
2013,4,20,14,3,33.0,-43.366,-22.068,0.0,2013-04-20 14:03:33
2013,4,20,14,3,34.0,-43.365,-22.509,0.0,2013-04-20 14:03:34
2013,4,20,14,3,35.0,-43.364,-22.946,0.0,2013-04-20 14:03:35
2013,4,20,14,3,36.0,-43.362,-23.38,0.0,2013-04-20 14:03:36
2013,4,20,14,3,37.0,-43.36,-23.81,0.0,2013-04-20 14:03:37
2013,4,20,14,3,38.0,-43.358,-24.236,0.0,2013-04-20 14:03:38
2013,4,20,14,3,39.0,-43.355,-24.659,0.0,2013-04-20 14:03:39
2013,4,20,14,3,40.0,-43.352,-25.078,0.0,2013-04-20 14:03:40
2013,4,20,14,3,41.0,-43.348,-25.494,0.0,2013-04-20 14:03:41
2013,4,20,14,3,42.0,-43.344,-25.906,0.0,2013-04-20 14:03:42
2013,4,20,14,3,43.0,-43.34,-26.314,0.0,2013-04-20 14:03:43
2013,4,20,14,3,44.0,-43.335,-26.719,0.0,2013-04-20 14:03:44
2013,4,20,14,3,45.0,-43.33,-27.12,0.0,2013-04-20 14:03:45
2013,4,20,14,3,46.0,-43.325,-27.518,0.0,2013-04-20 14:03:46
2013,4,20,14,3,47.0,-43.319,-27.911,0.0,2013-04-20 14:03:47
2013,4,20,14,3,48.0,-43.312,-28.302,0.0,2013-04-20 14:03:48
2013,4,20,14,3,49.0,-43.306,-28.688,0.0,2013-04-20 14:03:49
2013,4,20,14,3,50.0,-43.299,-29.071,0.0,2013-04-20 14:03:50
2013,4,20,14,3,51.0,-43.291,-29.451,0.0,2013-04-20 14:03:51
2013,4,20,14,3,52.0,-43.284,-29.827,0.0,2013-04-20 14:03:52
2013,4,20,14,3,53.0,-43.275,-30.199,0.0,2013-04-20 14:03:53
2013,4,20,14,3,54.0,-43.267,-30.568,0.0,2013-04-20 14:03:54
2013,4,20,14,3,55.0,-43.258,-30.933,0.0,2013-04-20 14:03:55
2013,4,20,14,3,56.0,-43.249,-31.294,0.0,2013-04-20 14:03:56
2013,4,20,14,3,57.0,-43.239,-31.652,0.0,2013-04-20 14:03:57
