dt,angle_x,angle_y,angle_z
2013-04-20 04:49:18.459,38.503,45.0,0.0
2013-04-20 04:49:19.000,38.511,44.874,0.0
2013-04-20 04:49:20.000,38.525,44.639,0.0
2013-04-20 04:49:21.000,38.539,44.401,0.0
2013-04-20 04:49:22.000,38.552,44.16,0.0
2013-04-20 04:49:23.000,38.566,43.916,0.0
2013-04-20 04:49:24.000,38.578,43.67,0.0
2013-04-20 04:49:25.000,38.591,43.421,0.0
2013-04-20 04:49:26.000,38.603,43.168,0.0
2013-04-20 04:49:27.000,38.615,42.913,0.0
2013-04-20 04:49:28.000,38.627,42.655,0.0
2013-04-20 04:49:29.000,38.638,42.394,0.0
2013-04-20 04:49:30.000,38.649,42.13,0.0
2013-04-20 04:49:31.000,38.66,41.863,0.0
2013-04-20 04:49:32.000,38.67,41.592,0.0
2013-04-20 04:49:33.000,38.68,41.319,0.0
2013-04-20 04:49:34.000,38.689,41.042,0.0
2013-04-20 04:49:35.000,38.698,40.762,0.0
2013-04-20 04:49:36.000,38.707,40.479,0.0
2013-04-20 04:49:37.000,38.716,40.192,0.0
2013-04-20 04:49:38.000,38.724,39.902,0.0
2013-04-20 04:49:39.000,38.732,39.609,0.0
2013-04-20 04:49:40.000,38.739,39.312,0.0
2013-04-20 04:49:41.000,38.746,39.012,0.0
2013-04-20 04:49:42.000,38.753,38.709,0.0
2013-04-20 04:49:43.000,38.76,38.402,0.0
2013-04-20 04:49:44.000,38.766,38.091,0.0
2013-04-20 04:49:45.000,38.771,37.777,0.0
2013-04-20 04:49:46.000,38.777,37.459,0.0
2013-04-20 04:49:47.000,38.782,37.138,0.0
2013-04-20 04:49:48.000,38.786,36.813,0.0
2013-04-20 04:49:49.000,38.791,36.484,0.0
2013-04-20 04:49:50.000,38.794,36.152,0.0
2013-04-20 04:49:51.000,38.798,35.816,0.0
2013-04-20 04:49:52.000,38.801,35.476,0.0
2013-04-20 04:49:53.000,38.804,35.132,0.0
2013-04-20 04:49:54.000,38.806,34.784,0.0
2013-04-20 04:49:55.000,38.808,34.433,0.0
2013-04-20 04:49:56.000,38.81,34.077,0.0
2013-04-20 04:49:57.000,38.811,33.718,0.0
2013-04-20 04:49:58.000,38.812,33.354,0.0
2013-04-20 04:49:59.000,38.813,32.987,0.0
2013-04-20 04:50:00.000,38.813,32.616,0.0
2013-04-20 04:50:01.000,38.813,32.24,0.0
2013-04-20 04:50:02.000,38.813,31.861,0.0
2013-04-20 04:50:03.000,38.812,31.477,0.0
2013-04-20 04:50:04.000,38.81,31.09,0.0
2013-04-20 04:50:05.000,38.809,30.698,0.0
2013-04-20 04:50:06.000,38.807,30.302,0.0
2013-04-20 04:50:07.000,38.804,29.902,0.0
2013-04-20 04:50:08.000,38.801,29.497,0.0
2013-04-20 04:50:09.000,38.798,29.089,0.0
2013-04-20 04:50:10.000,38.794,28.676,0.0
2013-04-20 04:50:11.000,38.79,28.259,0.0
2013-04-20 04:50:12.000,38.786,27.838,0.0
2013-04-20 04:50:13.000,38.781,27.413,0.0
2013-04-20 04:50:14.000,38.776,26.984,0.0
2013-04-20 04:50:15.000,38.771,26.55,0.0
2013-04-20 04:50:16.000,38.765,26.112,0.0
2013-04-20 04:50:17.000,38.758,25.67,0.0
2013-04-20 04:50:18.000,38.752,25.223,0.0
2013-04-20 04:50:19.000,38.745,24.773,0.0
2013-04-20 04:50:20.000,38.737,24.318,0.0
2013-04-20 04:50:21.000,38.729,23.859,0.0
2013-04-20 04:50:22.000,38.721,23.395,0.0
2013-04-20 04:50:23.000,38.712,22.928,0.0
2013-04-20 04:50:24.000,38.703,22.456,0.0
2013-04-20 04:50:25.000,38.694,21.981,0.0
2013-04-20 04:50:26.000,38.684,21.501,0.0
2013-04-20 04:50:27.000,38.674,21.017,0.0
2013-04-20 04:50:28.000,38.663,20.529,0.0
2013-04-20 04:50:29.000,38.652,20.037,0.0
2013-04-20 04:50:30.000,38.641,19.542,0.0
2013-04-20 04:50:31.000,38.629,19.042,0.0
2013-04-20 04:50:32.000,38.617,18.538,0.0
2013-04-20 04:50:33.000,38.604,18.031,0.0
2013-04-20 04:50:34.000,38.591,17.519,0.0
2013-04-20 04:50:35.000,38.577,17.004,0.0
2013-04-20 04:50:36.000,38.564,16.486,0.0
2013-04-20 04:50:37.000,38.549,15.963,0.0
2013-04-20 04:50:38.000,38.535,15.438,0.0
2013-04-20 04:50:39.000,38.52,14.908,0.0
2013-04-20 04:50:40.000,38.504,14.375,0.0
2013-04-20 04:50:41.000,38.488,13.839,0.0
2013-04-20 04:50:42.000,38.472,13.3,0.0
2013-04-20 04:50:43.000,38.455,12.758,0.0
2013-04-20 04:50:44.000,38.438,12.212,0.0
2013-04-20 04:50:45.000,38.421,11.663,0.0
2013-04-20 04:50:46.000,38.403,11.112,0.0
2013-04-20 04:50:47.000,38.385,10.557,0.0
2013-04-20 04:50:48.000,38.366,10.0,0.0
2013-04-20 04:50:49.000,38.347,9.441,0.0
2013-04-20 04:50:50.000,38.327,8.879,0.0
2013-04-20 04:50:51.000,38.307,8.314,0.0
2013-04-20 04:50:52.000,38.287,7.747,0.0
2013-04-20 04:50:53.000,38.266,7.178,0.0
2013-04-20 04:50:54.000,38.245,6.607,0.0
2013-04-20 04:50:55.000,38.223,6.034,0.0
2013-04-20 04:50:56.000,38.202,5.459,0.0
2013-04-20 04:50:57.000,38.179,4.882,0.0
2013-04-20 04:50:58.000,38.156,4.304,0.0
2013-04-20 04:50:59.000,38.133,3.725,0.0
2013-04-20 04:51:00.000,38.11,3.144,0.0
2013-04-20 04:51:01.000,38.086,2.561,0.0
2013-04-20 04:51:02.000,38.061,1.978,0.0
2013-04-20 04:51:03.000,38.036,1.394,0.0
2013-04-20 04:51:04.000,38.011,0.809,0.0
2013-04-20 04:51:05.000,37.986,0.224,0.0
2013-04-20 04:51:06.000,37.96,-0.362,0.0
2013-04-20 04:51:07.000,37.933,-0.949,0.0
2013-04-20 04:51:08.000,37.906,-1.536,0.0
2013-04-20 04:51:09.000,37.879,-2.122,0.0
2013-04-20 04:51:10.000,37.851,-2.709,0.0
2013-04-20 04:51:11.000,37.823,-3.296,0.0
2013-04-20 04:51:12.000,37.795,-3.882,0.0
2013-04-20 04:51:13.000,37.766,-4.468,0.0
2013-04-20 04:51:14.000,37.737,-5.053,0.0
2013-04-20 04:51:15.000,37.707,-5.637,0.0
2013-04-20 04:51:16.000,37.677,-6.221,0.0
2013-04-20 04:51:17.000,37.646,-6.803,0.0
2013-04-20 04:51:18.000,37.616,-7.385,0.0
2013-04-20 04:51:19.000,37.584,-7.965,0.0
2013-04-20 04:51:20.000,37.553,-8.544,0.0
2013-04-20 04:51:21.000,37.521,-9.121,0.0
2013-04-20 04:51:22.000,37.488,-9.696,0.0
2013-04-20 04:51:23.000,37.455,-10.27,0.0
2013-04-20 04:51:24.000,37.422,-10.842,0.0
2013-04-20 04:51:25.000,37.388,-11.412,0.0
2013-04-20 04:51:26.000,37.354,-11.979,0.0
2013-04-20 04:51:27.000,37.32,-12.545,0.0
2013-04-20 04:51:28.000,37.285,-13.108,0.0
2013-04-20 04:51:29.000,37.249,-13.668,0.0
2013-04-20 04:51:30.000,37.214,-14.226,0.0
2013-04-20 04:51:31.000,37.178,-14.782,0.0
2013-04-20 04:51:32.000,37.141,-15.334,0.0
2013-04-20 04:51:33.000,37.104,-15.884,0.0
2013-04-20 04:51:34.000,37.067,-16.43,0.0
2013-04-20 04:51:35.000,37.03,-16.974,0.0
2013-04-20 04:51:36.000,36.992,-17.514,0.0
2013-04-20 04:51:37.000,36.953,-18.051,0.0
2013-04-20 04:51:38.000,36.914,-18.585,0.0
2013-04-20 04:51:39.000,36.875,-19.116,0.0
2013-04-20 04:51:40.000,36.836,-19.643,0.0
2013-04-20 04:51:41.000,36.796,-20.166,0.0
2013-04-20 04:51:42.000,36.755,-20.686,0.0
2013-04-20 04:51:43.000,36.715,-21.202,0.0
2013-04-20 04:51:44.000,36.674,-21.714,0.0
2013-04-20 04:51:45.000,36.632,-22.223,0.0
2013-04-20 04:51:46.000,36.59,-22.728,0.0
2013-04-20 04:51:47.000,36.548,-23.229,0.0
2013-04-20 04:51:48.000,36.505,-23.726,0.0
2013-04-20 04:51:49.000,36.462,-24.219,0.0
2013-04-20 04:51:50.000,36.419,-24.708,0.0
2013-04-20 04:51:51.000,36.375,-25.193,0.0
2013-04-20 04:51:52.000,36.331,-25.673,0.0
2013-04-20 04:51:53.000,36.287,-26.15,0.0
2013-04-20 04:51:54.000,36.242,-26.623,0.0
2013-04-20 04:51:55.000,36.197,-27.091,0.0
2013-04-20 04:51:56.000,36.151,-27.555,0.0
2013-04-20 04:51:57.000,36.105,-28.015,0.0
2013-04-20 04:51:58.000,36.059,-28.471,0.0
2013-04-20 04:51:59.000,36.012,-28.923,0.0
2013-04-20 04:52:00.000,35.965,-29.37,0.0
2013-04-20 04:52:01.000,35.918,-29.813,0.0
2013-04-20 04:52:02.000,35.87,-30.252,0.0
2013-04-20 04:52:03.000,35.822,-30.686,0.0
2013-04-20 04:52:04.000,35.773,-31.117,0.0
2013-04-20 04:52:05.000,35.724,-31.543,0.0
2013-04-20 04:52:06.000,35.675,-31.965,0.0
2013-04-20 04:52:07.000,35.626,-32.382,0.0
2013-04-20 04:52:08.000,35.576,-32.795,0.0
2013-04-20 04:52:09.000,35.526,-33.204,0.0
2013-04-20 04:52:10.000,35.475,-33.609,0.0
2013-04-20 04:52:11.000,35.424,-34.01,0.0
2013-04-20 04:52:12.000,35.373,-34.406,0.0
2013-04-20 04:52:13.000,35.321,-34.798,0.0
