dt,angle_x,angle_y,angle_z
2013-04-20 04:56:17.483,27.572,45.0,0.0
2013-04-20 04:56:18.000,27.57,44.852,0.0
2013-04-20 04:56:19.000,27.565,44.564,0.0
2013-04-20 04:56:20.000,27.56,44.272,0.0
2013-04-20 04:56:21.000,27.555,43.975,0.0
2013-04-20 04:56:22.000,27.55,43.675,0.0
2013-04-20 04:56:23.000,27.544,43.37,0.0
2013-04-20 04:56:24.000,27.537,43.061,0.0
2013-04-20 04:56:25.000,27.531,42.748,0.0
2013-04-20 04:56:26.000,27.524,42.431,0.0
2013-04-20 04:56:27.000,27.517,42.109,0.0
2013-04-20 04:56:28.000,27.509,41.783,0.0
2013-04-20 04:56:29.000,27.501,41.452,0.0
2013-04-20 04:56:30.000,27.493,41.117,0.0
2013-04-20 04:56:31.000,27.485,40.777,0.0
2013-04-20 04:56:32.000,27.476,40.433,0.0
2013-04-20 04:56:33.000,27.467,40.084,0.0
2013-04-20 04:56:34.000,27.457,39.73,0.0
2013-04-20 04:56:35.000,27.447,39.371,0.0
2013-04-20 04:56:36.000,27.437,39.007,0.0
2013-04-20 04:56:37.000,27.426,38.639,0.0
2013-04-20 04:56:38.000,27.415,38.265,0.0
2013-04-20 04:56:39.000,27.404,37.886,0.0
2013-04-20 04:56:40.000,27.392,37.503,0.0
2013-04-20 04:56:41.000,27.38,37.114,0.0
2013-04-20 04:56:42.000,27.368,36.72,0.0
2013-04-20 04:56:43.000,27.355,36.32,0.0
2013-04-20 04:56:44.000,27.342,35.915,0.0
2013-04-20 04:56:45.000,27.328,35.505,0.0
2013-04-20 04:56:46.000,27.315,35.09,0.0
2013-04-20 04:56:47.000,27.3,34.669,0.0
2013-04-20 04:56:48.000,27.286,34.242,0.0
2013-04-20 04:56:49.000,27.271,33.81,0.0
2013-04-20 04:56:50.000,27.256,33.373,0.0
2013-04-20 04:56:51.000,27.24,32.929,0.0
2013-04-20 04:56:52.000,27.224,32.481,0.0
2013-04-20 04:56:53.000,27.208,32.026,0.0
2013-04-20 04:56:54.000,27.191,31.565,0.0
2013-04-20 04:56:55.000,27.174,31.099,0.0
2013-04-20 04:56:56.000,27.157,30.627,0.0
2013-04-20 04:56:57.000,27.139,30.149,0.0
2013-04-20 04:56:58.000,27.121,29.666,0.0
2013-04-20 04:56:59.000,27.103,29.176,0.0
2013-04-20 04:57:00.000,27.084,28.681,0.0
2013-04-20 04:57:01.000,27.064,28.179,0.0
2013-04-20 04:57:02.000,27.045,27.672,0.0
2013-04-20 04:57:03.000,27.025,27.159,0.0
2013-04-20 04:57:04.000,27.005,26.64,0.0
2013-04-20 04:57:05.000,26.984,26.115,0.0
2013-04-20 04:57:06.000,26.963,25.584,0.0
2013-04-20 04:57:07.000,26.942,25.047,0.0
2013-04-20 04:57:08.000,26.92,24.504,0.0
2013-04-20 04:57:09.000,26.898,23.956,0.0
2013-04-20 04:57:10.000,26.875,23.401,0.0
2013-04-20 04:57:11.000,26.853,22.841,0.0
2013-04-20 04:57:12.000,26.829,22.275,0.0
2013-04-20 04:57:13.000,26.806,21.703,0.0
2013-04-20 04:57:14.000,26.782,21.126,0.0
2013-04-20 04:57:15.000,26.758,20.543,0.0
2013-04-20 04:57:16.000,26.733,19.954,0.0
2013-04-20 04:57:17.000,26.708,19.36,0.0
2013-04-20 04:57:18.000,26.683,18.761,0.0
2013-04-20 04:57:19.000,26.657,18.156,0.0
2013-04-20 04:57:20.000,26.631,17.546,0.0
2013-04-20 04:57:21.000,26.604,16.931,0.0
2013-04-20 04:57:22.000,26.577,16.311,0.0
2013-04-20 04:57:23.000,26.55,15.686,0.0
2013-04-20 04:57:24.000,26.523,15.056,0.0
2013-04-20 04:57:25.000,26.495,14.421,0.0
2013-04-20 04:57:26.000,26.467,13.782,0.0
2013-04-20 04:57:27.000,26.438,13.138,0.0
2013-04-20 04:57:28.000,26.409,12.49,0.0
2013-04-20 04:57:29.000,26.38,11.838,0.0
2013-04-20 04:57:30.000,26.35,11.182,0.0
2013-04-20 04:57:31.000,26.32,10.522,0.0
2013-04-20 04:57:32.000,26.289,9.859,0.0
2013-04-20 04:57:33.000,26.258,9.192,0.0
2013-04-20 04:57:34.000,26.227,8.521,0.0
2013-04-20 04:57:35.000,26.196,7.848,0.0
2013-04-20 04:57:36.000,26.164,7.172,0.0
2013-04-20 04:57:37.000,26.132,6.492,0.0
2013-04-20 04:57:38.000,26.099,5.811,0.0
2013-04-20 04:57:39.000,26.066,5.127,0.0
2013-04-20 04:57:40.000,26.033,4.441,0.0
2013-04-20 04:57:41.000,25.999,3.753,0.0
2013-04-20 04:57:42.000,25.965,3.063,0.0
2013-04-20 04:57:43.000,25.931,2.372,0.0
2013-04-20 04:57:44.000,25.896,1.679,0.0
2013-04-20 04:57:45.000,25.861,0.986,0.0
2013-04-20 04:57:46.000,25.826,0.292,0.0
2013-04-20 04:57:47.000,25.79,-0.403,0.0
2013-04-20 04:57:48.000,25.754,-1.098,0.0
2013-04-20 04:57:49.000,25.717,-1.794,0.0
2013-04-20 04:57:50.000,25.681,-2.489,0.0
2013-04-20 04:57:51.000,25.643,-3.184,0.0
2013-04-20 04:57:52.000,25.606,-3.878,0.0
2013-04-20 04:57:53.000,25.568,-4.571,0.0
2013-04-20 04:57:54.000,25.53,-5.263,0.0
2013-04-20 04:57:55.000,25.491,-5.954,0.0
2013-04-20 04:57:56.000,25.453,-6.644,0.0
2013-04-20 04:57:57.000,25.413,-7.332,0.0
2013-04-20 04:57:58.000,25.374,-8.018,0.0
2013-04-20 04:57:59.000,25.334,-8.702,0.0
2013-04-20 04:58:00.000,25.294,-9.383,0.0
2013-04-20 04:58:01.000,25.253,-10.062,0.0
2013-04-20 04:58:02.000,25.212,-10.738,0.0
2013-04-20 04:58:03.000,25.171,-11.411,0.0
2013-04-20 04:58:04.000,25.13,-12.081,0.0
2013-04-20 04:58:05.000,25.088,-12.748,0.0
2013-04-20 04:58:06.000,25.046,-13.411,0.0
2013-04-20 04:58:07.000,25.003,-14.071,0.0
2013-04-20 04:58:08.000,24.96,-14.726,0.0
2013-04-20 04:58:09.000,24.917,-15.378,0.0
2013-04-20 04:58:10.000,24.874,-16.025,0.0
2013-04-20 04:58:11.000,24.83,-16.668,0.0
2013-04-20 04:58:12.000,24.786,-17.307,0.0
2013-04-20 04:58:13.000,24.741,-17.941,0.0
2013-04-20 04:58:14.000,24.697,-18.571,0.0
2013-04-20 04:58:15.000,24.651,-19.195,0.0
2013-04-20 04:58:16.000,24.606,-19.815,0.0
2013-04-20 04:58:17.000,24.56,-20.429,0.0
2013-04-20 04:58:18.000,24.514,-21.039,0.0
2013-04-20 04:58:19.000,24.468,-21.643,0.0
2013-04-20 04:58:20.000,24.422,-22.241,0.0
2013-04-20 04:58:21.000,24.375,-22.835,0.0
2013-04-20 04:58:22.000,24.328,-23.422,0.0
2013-04-20 04:58:23.000,24.28,-24.005,0.0
2013-04-20 04:58:24.000,24.232,-24.581,0.0
2013-04-20 04:58:25.000,24.184,-25.152,0.0
2013-04-20 04:58:26.000,24.136,-25.717,0.0
2013-04-20 04:58:27.000,24.087,-26.276,0.0
2013-04-20 04:58:28.000,24.038,-26.83,0.0
2013-04-20 04:58:29.000,23.989,-27.377,0.0
2013-04-20 04:58:30.000,23.939,-27.919,0.0
2013-04-20 04:58:31.000,23.89,-28.455,0.0
2013-04-20 04:58:32.000,23.839,-28.985,0.0
2013-04-20 04:58:33.000,23.789,-29.509,0.0
2013-04-20 04:58:34.000,23.738,-30.027,0.0
2013-04-20 04:58:35.000,23.688,-30.539,0.0
2013-04-20 04:58:36.000,23.636,-31.045,0.0
2013-04-20 04:58:37.000,23.585,-31.545,0.0
2013-04-20 04:58:38.000,23.533,-32.039,0.0
2013-04-20 04:58:39.000,23.481,-32.527,0.0
2013-04-20 04:58:40.000,23.429,-33.01,0.0
2013-04-20 04:58:41.000,23.376,-33.486,0.0
2013-04-20 04:58:42.000,23.324,-33.957,0.0
2013-04-20 04:58:43.000,23.271,-34.422,0.0
2013-04-20 04:58:44.000,23.217,-34.881,0.0
2013-04-20 04:58:45.000,23.164,-35.334,0.0
2013-04-20 04:58:46.000,23.11,-35.781,0.0
2013-04-20 04:58:47.000,23.056,-36.223,0.0
2013-04-20 04:58:48.000,23.002,-36.659,0.0
2013-04-20 04:58:49.000,22.947,-37.089,0.0
2013-04-20 04:58:50.000,22.892,-37.514,0.0
2013-04-20 04:58:51.000,22.837,-37.933,0.0
2013-04-20 04:58:52.000,22.782,-38.347,0.0
2013-04-20 04:58:53.000,22.727,-38.755,0.0
2013-04-20 04:58:54.000,22.671,-39.158,0.0
2013-04-20 04:58:55.000,22.615,-39.556,0.0
2013-04-20 04:58:56.000,22.559,-39.948,0.0
2013-04-20 04:58:57.000,22.502,-40.335,0.0
