开始 s5_t100 / mode_sdas_dpic_only，时间：2026-05-25T11:19:45
命令 F:\Anaconda\python.exe -u main.py


�����㷨��MODE-SDAS + DPIC only

========== MODE-SDAS + DPIC only Run 1/8 ==========
Init: HV=0.7836, feasible ratio=0.77
Gen   1: profit_max=53.00, profit_avg=17.72, load_min=0.00, att_min=0.00, quality_max=62.98, quality_avg=20.10, tasks_avg=3.24, HV=0.4593, feasible ratio=1.00, Nsub=21
Gen   2: profit_max=72.00, profit_avg=22.42, load_min=0.00, att_min=0.00, quality_max=115.85, quality_avg=25.36, tasks_avg=4.01, HV=0.4577, feasible ratio=1.00, Nsub=21
Gen   3: profit_max=84.00, profit_avg=34.23, load_min=0.00, att_min=0.00, quality_max=115.85, quality_avg=39.16, tasks_avg=6.33, HV=0.4592, feasible ratio=1.00, Nsub=21
Gen   4: profit_max=118.00, profit_avg=46.79, load_min=0.00, att_min=0.00, quality_max=124.59, quality_avg=53.21, tasks_avg=8.73, HV=0.4278, feasible ratio=1.00, Nsub=21
Gen   5: profit_max=132.00, profit_avg=55.42, load_min=0.00, att_min=0.00, quality_max=162.40, quality_avg=62.26, tasks_avg=10.22, HV=0.4335, feasible ratio=1.00, Nsub=21
Gen   6: profit_max=149.00, profit_avg=63.69, load_min=0.00, att_min=0.00, quality_max=162.40, quality_avg=71.76, tasks_avg=11.71, HV=0.4454, feasible ratio=1.00, Nsub=21
Gen   7: profit_max=161.00, profit_avg=75.25, load_min=0.00, att_min=0.00, quality_max=179.79, quality_avg=84.19, tasks_avg=13.63, HV=0.4320, feasible ratio=1.00, Nsub=21
Gen   8: profit_max=177.00, profit_avg=80.42, load_min=0.00, att_min=0.00, quality_max=182.63, quality_avg=89.45, tasks_avg=14.49, HV=0.4384, feasible ratio=1.00, Nsub=21
Gen   9: profit_max=178.00, profit_avg=85.16, load_min=0.00, att_min=0.00, quality_max=203.57, quality_avg=94.71, tasks_avg=15.29, HV=0.5060, feasible ratio=1.00, Nsub=21
Gen  10: profit_max=178.00, profit_avg=95.73, load_min=0.00, att_min=0.00, quality_max=203.57, quality_avg=104.56, tasks_avg=16.93, HV=0.5187, feasible ratio=1.00, Nsub=21
Gen  11: profit_max=178.00, profit_avg=93.56, load_min=0.00, att_min=0.00, quality_max=203.57, quality_avg=102.17, tasks_avg=16.54, HV=0.5187, feasible ratio=1.00, Nsub=21
Gen  12: profit_max=178.00, profit_avg=93.67, load_min=0.00, att_min=0.00, quality_max=203.57, quality_avg=101.84, tasks_avg=16.49, HV=0.5179, feasible ratio=1.00, Nsub=21
