开始 s5_t100 / mode_sdas_dual_archive，时间：2026-05-25T08:49:19
命令 F:\Anaconda\python.exe -u main.py


�����㷨��MODE-SDAS + Dual Archive

========== MODE-SDAS + Dual Archive Run 1/8 ==========
Init: HV=0.7001, feasible ratio=0.74
Gen   1: profit_max=69.00 load_min=0.00, att_min=0.00, quality_max=74.44 HV=0.4437, feasible ratio=1.00, fea_archive=174, inf_archive=26
Gen   2: profit_max=102.00 load_min=0.00, att_min=0.00, quality_max=115.62 HV=0.4337, feasible ratio=1.00, fea_archive=200, inf_archive=26
Gen   3: profit_max=112.00 load_min=0.00, att_min=0.00, quality_max=141.43 HV=0.4447, feasible ratio=1.00, fea_archive=200, inf_archive=26
Gen   4: profit_max=145.00 load_min=0.00, att_min=0.00, quality_max=172.93 HV=0.4323, feasible ratio=1.00, fea_archive=200, inf_archive=26
Gen   5: profit_max=160.00 load_min=0.00, att_min=0.00, quality_max=172.93 HV=0.4609, feasible ratio=1.00, fea_archive=200, inf_archive=26
Gen   6: profit_max=198.00 load_min=0.00, att_min=0.00, quality_max=226.29 HV=0.3592, feasible ratio=1.00, fea_archive=200, inf_archive=26
Gen   7: profit_max=198.00 load_min=0.00, att_min=0.00, quality_max=226.29 HV=0.3953, feasible ratio=1.00, fea_archive=200, inf_archive=26
Gen   8: profit_max=198.00 load_min=0.00, att_min=0.00, quality_max=226.29 HV=0.4020, feasible ratio=1.00, fea_archive=200, inf_archive=26
Gen   9: profit_max=220.00 load_min=0.00, att_min=0.00, quality_max=235.70 HV=0.3862, feasible ratio=1.00, fea_archive=200, inf_archive=26
Gen  10: profit_max=220.00 load_min=0.00, att_min=0.00, quality_max=235.70 HV=0.4014, feasible ratio=1.00, fea_archive=200, inf_archive=26
Gen  11: profit_max=248.00 load_min=0.00, att_min=0.00, quality_max=237.79 HV=0.4385, feasible ratio=1.00, fea_archive=200, inf_archive=26
Gen  12: profit_max=248.00 load_min=0.00, att_min=0.00, quality_max=237.79 HV=0.4423, feasible ratio=1.00, fea_archive=200, inf_archive=26
Gen  13: profit_max=248.00 load_min=0.00, att_min=0.00, quality_max=271.88 HV=0.4019, feasible ratio=1.00, fea_archive=200, inf_archive=26
Gen  14: profit_max=248.00 load_min=0.00, att_min=0.00, quality_max=271.88 HV=0.4096, feasible ratio=1.00, fea_archive=200, inf_archive=26
Gen  15: profit_max=248.00 load_min=0.00, att_min=0.00, quality_max=271.88 HV=0.4268, feasible ratio=1.00, fea_archive=200, inf_archive=26
Gen  16: profit_max=248.00 load_min=0.00, att_min=0.00, quality_max=271.88 HV=0.4294, feasible ratio=1.00, fea_archive=200, inf_archive=26
Gen  17: profit_max=255.00 load_min=0.00, att_min=0.00, quality_max=271.88 HV=0.4237, feasible ratio=1.00, fea_archive=200, inf_archive=26
