START s5_t100 / mode_sdas_dual_archive: 2026-05-27T17:52:32
COMMAND F:\Anaconda\python.exe -u main.py


‘À––À„∑®£∫MODE-SDAS + Dual Archive

========== MODE-SDAS + Dual Archive Run 1/8 ==========
Init: HV=0.5594, feasible ratio=0.79
Gen   1: profit_max=57.00 load_min=0.00, att_min=0.00, quality_max=79.94 HV=0.5261, feasible ratio=1.00, fea_archive=179, inf_archive=21
Gen   2: profit_max=114.00 load_min=0.00, att_min=0.00, quality_max=135.72 HV=0.3265, feasible ratio=1.00, fea_archive=200, inf_archive=21
Gen   3: profit_max=139.00 load_min=0.00, att_min=0.00, quality_max=155.38 HV=0.4874, feasible ratio=1.00, fea_archive=200, inf_archive=21
Gen   4: profit_max=185.00 load_min=0.00, att_min=0.00, quality_max=166.89 HV=0.4270, feasible ratio=1.00, fea_archive=200, inf_archive=21
Gen   5: profit_max=196.00 load_min=0.00, att_min=0.00, quality_max=192.83 HV=0.4581, feasible ratio=1.00, fea_archive=200, inf_archive=21
Gen   6: profit_max=196.00 load_min=0.00, att_min=0.00, quality_max=234.33 HV=0.4052, feasible ratio=1.00, fea_archive=200, inf_archive=21
Gen   7: profit_max=209.00 load_min=0.00, att_min=0.00, quality_max=234.33 HV=0.4413, feasible ratio=1.00, fea_archive=200, inf_archive=21
Gen   8: profit_max=225.00 load_min=0.00, att_min=0.00, quality_max=234.33 HV=0.4248, feasible ratio=1.00, fea_archive=200, inf_archive=21
Gen   9: profit_max=225.00 load_min=0.00, att_min=0.00, quality_max=234.33 HV=0.4307, feasible ratio=1.00, fea_archive=200, inf_archive=21
Gen  10: profit_max=225.00 load_min=0.00, att_min=0.00, quality_max=261.32 HV=0.4186, feasible ratio=1.00, fea_archive=200, inf_archive=21
Gen  11: profit_max=225.00 load_min=0.00, att_min=0.00, quality_max=261.32 HV=0.4198, feasible ratio=1.00, fea_archive=200, inf_archive=21
Gen  12: profit_max=248.00 load_min=0.00, att_min=0.00, quality_max=269.86 HV=0.4011, feasible ratio=1.00, fea_archive=200, inf_archive=21
Gen  13: profit_max=289.00 load_min=0.00, att_min=0.00, quality_max=306.80 HV=0.3702, feasible ratio=1.00, fea_archive=200, inf_archive=21
