ÂºÄÂßã s5_t300 / nsga2ÔºåÊó∂Èó¥Ôºö2026-05-26T23:37:04
ÂëΩ‰ª§ F:\Anaconda\python.exe -u main.py


‘À––À„∑®£∫NSGA-II

========== NSGA-II Run 1/8 ==========
ø™ º‘À–– pymoo NSGA-II ...
Gen   1: profit_max=91.00, profit_avg=51.74, load_min=82.24, att_min=49.44, quality_max=104.67, quality_avg=54.69, HV=0.2584, feasible ratio=0.47
Gen   2: profit_max=91.00, profit_avg=52.47, load_min=71.76, att_min=7.28, quality_max=104.67, quality_avg=55.63, HV=0.4253, feasible ratio=1.00
Gen   3: profit_max=101.00, profit_avg=58.62, load_min=71.76, att_min=7.28, quality_max=113.77, quality_avg=60.61, HV=0.4429, feasible ratio=1.00
Gen   4: profit_max=113.00, profit_avg=63.72, load_min=34.16, att_min=0.00, quality_max=120.23, quality_avg=65.68, HV=0.5200, feasible ratio=1.00
Gen   5: profit_max=120.00, profit_avg=65.54, load_min=15.04, att_min=0.00, quality_max=124.26, quality_avg=67.64, HV=0.5564, feasible ratio=1.00
Gen   6: profit_max=131.00, profit_avg=70.24, load_min=15.04, att_min=0.00, quality_max=124.26, quality_avg=70.70, HV=0.5635, feasible ratio=1.00
Gen   7: profit_max=146.00, profit_avg=78.28, load_min=15.04, att_min=0.00, quality_max=148.35, quality_avg=76.46, HV=0.4387, feasible ratio=1.00
Gen   8: profit_max=161.00, profit_avg=79.36, load_min=15.04, att_min=0.00, quality_max=159.30, quality_avg=77.12, HV=0.4369, feasible ratio=1.00
Gen   9: profit_max=161.00, profit_avg=84.03, load_min=15.04, att_min=0.00, quality_max=159.30, quality_avg=83.61, HV=0.4752, feasible ratio=1.00
Gen  10: profit_max=167.00, profit_avg=88.24, load_min=15.04, att_min=0.00, quality_max=177.90, quality_avg=88.81, HV=0.5159, feasible ratio=1.00
Gen  11: profit_max=181.00, profit_avg=94.46, load_min=0.96, att_min=0.00, quality_max=194.47, quality_avg=94.36, HV=0.4425, feasible ratio=1.00
Gen  12: profit_max=189.00, profit_avg=100.72, load_min=0.96, att_min=0.00, quality_max=194.47, quality_avg=99.86, HV=0.4366, feasible ratio=1.00
Gen  13: profit_max=189.00, profit_avg=105.88, load_min=0.96, att_min=0.00, quality_max=194.47, quality_avg=103.32, HV=0.4330, feasible ratio=1.00
Gen  14: profit_max=189.00, profit_avg=113.20, load_min=0.96, att_min=0.00, quality_max=194.47, quality_avg=110.33, HV=0.4358, feasible ratio=1.00
Gen  15: profit_max=197.00, profit_avg=118.54, load_min=0.96, att_min=0.00, quality_max=194.47, quality_avg=115.18, HV=0.4837, feasible ratio=1.00
Gen  16: profit_max=219.00, profit_avg=119.79, load_min=0.96, att_min=0.00, quality_max=209.96, quality_avg=118.25, HV=0.4433, feasible ratio=1.00
Gen  17: profit_max=219.00, profit_avg=122.65, load_min=0.96, att_min=0.00, quality_max=209.96, quality_avg=120.31, HV=0.4561, feasible ratio=1.00
Gen  18: profit_max=230.00, profit_avg=127.78, load_min=0.96, att_min=0.00, quality_max=211.36, quality_avg=123.94, HV=0.4704, feasible ratio=1.00
Gen  19: profit_max=230.00, profit_avg=128.12, load_min=0.96, att_min=0.00, quality_max=217.78, quality_avg=125.31, HV=0.4961, feasible ratio=1.00
Gen  20: profit_max=260.00, profit_avg=132.84, load_min=0.96, att_min=0.00, quality_max=217.78, quality_avg=128.81, HV=0.4769, feasible ratio=1.00
Gen  21: profit_max=260.00, profit_avg=134.76, load_min=0.96, att_min=0.00, quality_max=220.27, quality_avg=130.75, HV=0.5087, feasible ratio=1.00
Gen  22: profit_max=260.00, profit_avg=140.73, load_min=0.96, att_min=0.00, quality_max=220.27, quality_avg=135.64, HV=0.5128, feasible ratio=1.00
Gen  23: profit_max=260.00, profit_avg=137.36, load_min=0.96, att_min=0.00, quality_max=227.68, quality_avg=134.47, HV=0.5162, feasible ratio=1.00
Gen  24: profit_max=260.00, profit_avg=134.43, load_min=0.96, att_min=0.00, quality_max=227.68, quality_avg=134.19, HV=0.5276, feasible ratio=1.00
Gen  25: profit_max=260.00, profit_avg=140.81, load_min=0.96, att_min=0.00, quality_max=229.06, quality_avg=138.83, HV=0.5381, feasible ratio=1.00
Gen  26: profit_max=272.00, profit_avg=143.85, load_min=0.96, att_min=0.00, quality_max=249.97, quality_avg=141.52, HV=0.4760, feasible ratio=1.00
Gen  27: profit_max=272.00, profit_avg=146.96, load_min=0.96, att_min=0.00, quality_max=249.97, quality_avg=144.63, HV=0.4837, feasible ratio=1.00
Gen  28: profit_max=282.00, profit_avg=154.95, load_min=0.96, att_min=0.00, quality_max=251.12, quality_avg=148.89, HV=0.4786, feasible ratio=1.00
Gen  29: profit_max=282.00, profit_avg=156.74, load_min=0.96, att_min=0.00, quality_max=251.12, quality_avg=150.23, HV=0.4975, feasible ratio=1.00
Gen  30: profit_max=282.00, profit_avg=161.06, load_min=0.96, att_min=0.00, quality_max=253.26, quality_avg=152.39, HV=0.5001, feasible ratio=1.00
Gen  31: profit_max=282.00, profit_avg=161.36, load_min=0.96, att_min=0.00, quality_max=257.33, quality_avg=153.63, HV=0.4969, feasible ratio=1.00
Gen  32: profit_max=282.00, profit_avg=165.98, load_min=0.96, att_min=0.00, quality_max=259.92, quality_avg=157.32, HV=0.5036, feasible ratio=1.00
Gen  33: profit_max=286.00, profit_avg=170.19, load_min=0.96, att_min=0.00, quality_max=259.92, quality_avg=160.52, HV=0.5375, feasible ratio=1.00
Gen  34: profit_max=286.00, profit_avg=168.45, load_min=0.96, att_min=0.00, quality_max=259.92, quality_avg=159.42, HV=0.5360, feasible ratio=1.00
Gen  35: profit_max=295.00, profit_avg=167.06, load_min=0.96, att_min=0.00, quality_max=266.98, quality_avg=158.20, HV=0.5112, feasible ratio=1.00
Gen  36: profit_max=295.00, profit_avg=169.67, load_min=0.96, att_min=0.00, quality_max=266.98, quality_avg=162.10, HV=0.5226, feasible ratio=1.00
Gen  37: profit_max=295.00, profit_avg=168.02, load_min=0.00, att_min=0.00, quality_max=266.98, quality_avg=161.33, HV=0.5440, feasible ratio=1.00
Gen  38: profit_max=295.00, profit_avg=172.82, load_min=0.00, att_min=0.00, quality_max=266.98, quality_avg=164.64, HV=0.5493, feasible ratio=1.00
Gen  39: profit_max=295.00, profit_avg=171.20, load_min=0.00, att_min=0.00, quality_max=269.70, quality_avg=163.36, HV=0.5385, feasible ratio=1.00
Gen  40: profit_max=295.00, profit_avg=168.22, load_min=0.00, att_min=0.00, quality_max=269.70, quality_avg=160.27, HV=0.5382, feasible ratio=1.00
Gen  41: profit_max=295.00, profit_avg=177.30, load_min=0.00, att_min=0.00, quality_max=269.70, quality_avg=169.27, HV=0.5392, feasible ratio=1.00
Gen  42: profit_max=295.00, profit_avg=176.22, load_min=0.00, att_min=0.00, quality_max=275.08, quality_avg=168.37, HV=0.5289, feasible ratio=1.00
Gen  43: profit_max=295.00, profit_avg=174.57, load_min=0.00, att_min=0.00, quality_max=275.08, quality_avg=166.78, HV=0.5390, feasible ratio=1.00
Gen  44: profit_max=300.00, profit_avg=173.19, load_min=0.00, att_min=0.00, quality_max=289.11, quality_avg=165.95, HV=0.5175, feasible ratio=1.00
