START s5_t300 / mode_sdas_dpic: 2026-05-28T03:19:09
COMMAND F:\Anaconda\python.exe -u main.py


‘À––À„∑®£∫MODE-SDAS-DPIC Full

========== MODE-SDAS-DPIC Full Run 1/8 ==========
Init: HV=0.1526, feasible ratio=0.45
Gen   1: profit_max=170.00, profit_avg=71.10, load_min=26.80, att_min=17.61, quality_max=178.16, quality_avg=74.47, tasks_avg=12.23, HV=0.2308, feasible ratio=0.57, Nsub=21, fea_archive=102, inf_archive=98
Gen   2: profit_max=234.00, profit_avg=82.82, load_min=26.80, att_min=17.61, quality_max=245.99, quality_avg=87.72, tasks_avg=14.31, HV=0.2223, feasible ratio=0.71, Nsub=21, fea_archive=173, inf_archive=127
Gen   3: profit_max=239.00, profit_avg=95.63, load_min=59.44, att_min=17.61, quality_max=245.99, quality_avg=101.70, tasks_avg=16.54, HV=0.3357, feasible ratio=0.84, Nsub=21, fea_archive=200, inf_archive=143
Gen   4: profit_max=244.00, profit_avg=92.65, load_min=59.44, att_min=17.61, quality_max=244.63, quality_avg=99.27, tasks_avg=16.17, HV=0.3728, feasible ratio=0.97, Nsub=21, fea_archive=200, inf_archive=146
Gen   5: profit_max=244.00, profit_avg=94.07, load_min=59.44, att_min=17.61, quality_max=244.63, quality_avg=101.06, tasks_avg=16.45, HV=0.3749, feasible ratio=1.00, Nsub=21, fea_archive=200, inf_archive=146
Gen   6: profit_max=260.00, profit_avg=104.35, load_min=59.44, att_min=17.61, quality_max=286.76, quality_avg=111.58, tasks_avg=18.21, HV=0.3212, feasible ratio=1.00, Nsub=21, fea_archive=200, inf_archive=146
Gen   7: profit_max=260.00, profit_avg=111.54, load_min=59.44, att_min=17.61, quality_max=286.76, quality_avg=119.57, tasks_avg=19.43, HV=0.3428, feasible ratio=1.00, Nsub=21, fea_archive=200, inf_archive=146
Gen   8: profit_max=260.00, profit_avg=111.76, load_min=59.44, att_min=17.61, quality_max=286.76, quality_avg=120.24, tasks_avg=19.46, HV=0.3445, feasible ratio=1.00, Nsub=21, fea_archive=200, inf_archive=146
Gen   9: profit_max=361.00, profit_avg=115.42, load_min=59.44, att_min=17.61, quality_max=338.79, quality_avg=122.65, tasks_avg=19.99, HV=0.2463, feasible ratio=1.00, Nsub=21, fea_archive=200, inf_archive=146
Gen  10: profit_max=361.00, profit_avg=119.13, load_min=59.44, att_min=17.61, quality_max=338.79, quality_avg=126.99, tasks_avg=20.62, HV=0.2688, feasible ratio=1.00, Nsub=21, fea_archive=200, inf_archive=146
Gen  11: profit_max=361.00, profit_avg=121.33, load_min=59.44, att_min=17.61, quality_max=338.79, quality_avg=130.22, tasks_avg=21.09, HV=0.2727, feasible ratio=1.00, Nsub=21, fea_archive=200, inf_archive=146
